Name,代码,粉丝数
宜安科技 ,(SZ:300328),1065
海伦钢琴 ,(SZ:300329),1105
华虹计通 ,(SZ:300330),455
苏大维格 ,(SZ:300331),2922
天壕节能 ,(SZ:300332),1358
兆日科技 ,(SZ:300333),1760
津膜科技 ,(SZ:300334),1745
迪森股份 ,(SZ:300335),820
新文化 ,(SZ:300336),1649
银邦股份 ,(SZ:300337),1020
开元仪器 ,(SZ:300338),558
润和软件 ,(SZ:300339),1114
科恒股份 ,(SZ:300340),649
麦迪电气 ,(SZ:300341),438
天银机电 ,(SZ:300342),614
联创节能 ,(SZ:300343),524
太空板业 ,(SZ:300344),569
红宇新材 ,(SZ:300345),221
南大光电 ,(SZ:300346),559
泰格医药 ,(SZ:300347),4340
长亮科技 ,(SZ:300348),427
金卡股份 ,(SZ:300349),906
华鹏飞 ,(SZ:300350),428
永贵电器 ,(SZ:300351),1089
北信源 ,(SZ:300352),1332
东土科技 ,(SZ:300353),571
东华测试 ,(SZ:300354),843
蒙草抗旱 ,(SZ:300355),2016
光一科技 ,(SZ:300356),951
我武生物 ,(SZ:300357),3103
楚天科技 ,(SZ:300358),766
全通教育 ,(SZ:300359),2617
炬华科技 ,(SZ:300360),382
奥赛康 ,(SZ:300361),338
天保重装 ,(SZ:300362),411
博腾股份 ,(SZ:300363),2445
恒华科技 ,(SZ:300365),258
创意信息 ,(SZ:300366),450
东方网力 ,(SZ:300367),1797
汇金股份 ,(SZ:300368),528
绿盟科技 ,(SZ:300369),3297
安控科技 ,(SZ:300370),516
汇中股份 ,(SZ:300371),368
欣泰电气 ,(SZ:300372),179
扬杰科技 ,(SZ:300373),767
鹏翎股份 ,(SZ:300375),312
易事特 ,(SZ:300376),1284
赢时胜 ,(SZ:300377),550
鼎捷软件 ,(SZ:300378),417
东方通 ,(SZ:300379),935
安硕信息 ,(SZ:300380),478
溢多利 ,(SZ:300381),290
斯莱克 ,(SZ:300382),894
光环新网 ,(SZ:300383),2560
三联虹普 ,(SZ:300384),341
雪浪环境 ,(SZ:300385),1064
飞天诚信 ,(SZ:300386),2196
富邦股份 ,(SZ:300387),299
国祯环保 ,(SZ:300388),552
艾比森 ,(SZ:300389),1152
天华超净 ,(SZ:300390),443
康跃科技 ,(SZ:300391),266
腾信股份 ,(SZ:300392),834
中来股份 ,(SZ:300393),383
菲利华 ,(SZ:300395),337
迪瑞医疗 ,(SZ:300396),863
天和防务 ,(SZ:300397),2030
飞凯材料 ,(SZ:300398),16
京天利 ,(SZ:300399),23
劲拓股份 ,(SZ:300400),8
花园生物 ,(SZ:300401),23
宝色股份 ,(SZ:300402),8
浦发银行 ,(SH:600000),48302
白云机场 ,(SH:600004),1902
武钢股份 ,(SH:600005),1013
东风汽车 ,(SH:600006),1650
中国国贸 ,(SH:600007),492
首创股份 ,(SH:600008),1871
上海机场 ,(SH:600009),3807
包钢股份 ,(SH:600010),2708
华能国际 ,(SH:600011),2574
皖通高速 ,(SH:600012),508
华夏银行 ,(SH:600015),3933
民生银行 ,(SH:600016),88926
日照港 ,(SH:600017),731
上港集团 ,(SH:600018),3120
宝钢股份 ,(SH:600019),5678
中原高速 ,(SH:600020),311
上海电力 ,(SH:600021),1021
山东钢铁 ,(SH:600022),477
浙能电力 ,(SH:600023),1276
中海发展 ,(SH:600026),1568
华电国际 ,(SH:600027),1438
中国石化 ,(SH:600028),13349
南方航空 ,(SH:600029),1811
中信证券 ,(SH:600030),16314
三一重工 ,(SH:600031),6733
福建高速 ,(SH:600033),538
楚天高速 ,(SH:600035),231
招商银行 ,(SH:600036),85647
歌华有线 ,(SH:600037),2332
哈飞股份 ,(SH:600038),1583
四川路桥 ,(SH:600039),713
保利地产 ,(SH:600048),7440
中国联通 ,(SH:600050),6709
宁波联合 ,(SH:600051),518
浙江广厦 ,(SH:600052),499
中江地产 ,(SH:600053),290
黄山旅游 ,(SH:600054),1112
华润万东 ,(SH:600055),1025
中国医药 ,(SH:600056),1782
象屿股份 ,(SH:600057),799
五矿发展 ,(SH:600058),915
古越龙山 ,(SH:600059),2896
海信电器 ,(SH:600060),4157
中纺投资 ,(SH:600061),530
华润双鹤 ,(SH:600062),2005
皖维高新 ,(SH:600063),624
南京高科 ,(SH:600064),937
宇通客车 ,(SH:600066),4620
冠城大通 ,(SH:600067),853
葛洲坝 ,(SH:600068),1192
银鸽投资 ,(SH:600069),610
浙江富润 ,(SH:600070),847
凤凰光学 ,(SH:600071),1126
*ST钢构 ,(SH:600072),1022
上海梅林 ,(SH:600073),1599
中达股份 ,(SH:600074),713
*ST新业 ,(SH:600075),536
青鸟华光 ,(SH:600076),364
宋都股份 ,(SH:600077),305
澄星股份 ,(SH:600078),484
人福医药 ,(SH:600079),3061
金花股份 ,(SH:600080),1049
东风科技 ,(SH:600081),794
海泰发展 ,(SH:600082),422
博信股份 ,(SH:600083),160
中葡股份 ,(SH:600084),1016
同仁堂 ,(SH:600085),9251
东方金钰 ,(SH:600086),918
退市长油 ,(SH:600087),936
中视传媒 ,(SH:600088),1417
特变电工 ,(SH:600089),5894
啤酒花 ,(SH:600090),567
ST明科 ,(SH:600091),345
禾嘉股份 ,(SH:600093),419
大名城 ,(SH:600094),247
哈高科 ,(SH:600095),665
云天化 ,(SH:600096),1035
开创国际 ,(SH:600097),373
广州发展 ,(SH:600098),2819
林海股份 ,(SH:600099),440
同方股份 ,(SH:600100),3377
明星电力 ,(SH:600101),454
莱钢股份 ,(SH:600102),9
青山纸业 ,(SH:600103),461
上汽集团 ,(SH:600104),10326
永鼎股份 ,(SH:600105),615
重庆路桥 ,(SH:600106),715
美尔雅 ,(SH:600107),391
亚盛集团 ,(SH:600108),3006
国金证券 ,(SH:600109),5802
中科英华 ,(SH:600110),810
包钢稀土 ,(SH:600111),5876
天成控股 ,(SH:600112),483
浙江东日 ,(SH:600113),505
东睦股份 ,(SH:600114),864
东方航空 ,(SH:600115),1265
三峡水利 ,(SH:600116),490
西宁特钢 ,(SH:600117),467
中国卫星 ,(SH:600118),4255
长江投资 ,(SH:600119),1650
浙江东方 ,(SH:600120),824
郑州煤电 ,(SH:600121),275
宏图高科 ,(SH:600122),1004
兰花科创 ,(SH:600123),1714
铁龙物流 ,(SH:600125),1714
杭钢股份 ,(SH:600126),434
金健米业 ,(SH:600127),745
弘业股份 ,(SH:600128),908
太极集团 ,(SH:600129),1103
波导股份 ,(SH:600130),707
岷江水电 ,(SH:600131),233
重庆啤酒 ,(SH:600132),1223
东湖高新 ,(SH:600133),983
乐凯胶片 ,(SH:600135),1394
道博股份 ,(SH:600136),377
浪莎股份 ,(SH:600137),1512
中青旅 ,(SH:600138),2944
西部资源 ,(SH:600139),1192
兴发集团 ,(SH:600141),795
金发科技 ,(SH:600143),2458
*ST国创 ,(SH:600145),504
大元股份 ,(SH:600146),387
长春一东 ,(SH:600148),402
廊坊发展 ,(SH:600149),2203
中国船舶 ,(SH:600150),3311
航天机电 ,(SH:600151),1915
维科精华 ,(SH:600152),712
建发股份 ,(SH:600153),1910
宝硕股份 ,(SH:600155),1009
华升股份 ,(SH:600156),461
永泰能源 ,(SH:600157),4702
中体产业 ,(SH:600158),3985
大龙地产 ,(SH:600159),332
巨化股份 ,(SH:600160),980
天坛生物 ,(SH:600161),3038
香江控股 ,(SH:600162),547
福建南纸 ,(SH:600163),609
新日恒力 ,(SH:600165),423
福田汽车 ,(SH:600166),1894
联美控股 ,(SH:600167),442
武汉控股 ,(SH:600168),481
太原重工 ,(SH:600169),1574
上海建工 ,(SH:600170),765
上海贝岭 ,(SH:600171),1421
黄河旋风 ,(SH:600172),903
卧龙地产 ,(SH:600173),316
美都控股 ,(SH:600175),1205
中国玻纤 ,(SH:600176),972
雅戈尔 ,(SH:600177),5963
*ST东安 ,(SH:600178),413
黑化股份 ,(SH:600179),311
瑞茂通 ,(SH:600180),4183
S佳通 ,(SH:600182),530
生益科技 ,(SH:600183),1317
光电股份 ,(SH:600184),1612
格力地产 ,(SH:600185),851
莲花味精 ,(SH:600186),572
国中水务 ,(SH:600187),1394
兖州煤业 ,(SH:600188),1073
吉林森工 ,(SH:600189),506
锦州港 ,(SH:600190),308
华资实业 ,(SH:600191),303
长城电工 ,(SH:600192),919
创兴资源 ,(SH:600193),920
中牧股份 ,(SH:600195),1124
复星医药 ,(SH:600196),18282
伊力特 ,(SH:600197),1005
大唐电信 ,(SH:600198),2623
金种子酒 ,(SH:600199),1512
江苏吴中 ,(SH:600200),1783
金宇集团 ,(SH:600201),1294
哈空调 ,(SH:600202),496
福日电子 ,(SH:600203),716
有研新材 ,(SH:600206),812
安彩高科 ,(SH:600207),290
新湖中宝 ,(SH:600208),923
罗顿发展 ,(SH:600209),923
紫江企业 ,(SH:600210),975
西藏药业 ,(SH:600211),893
江泉实业 ,(SH:600212),470
亚星客车 ,(SH:600213),318
长春经开 ,(SH:600215),319
浙江医药 ,(SH:600216),2178
秦岭水泥 ,(SH:600217),1092
全柴动力 ,(SH:600218),609
南山铝业 ,(SH:600219),1763
江苏阳光 ,(SH:600220),1123
海南航空 ,(SH:600221),2083
太龙药业 ,(SH:600222),496
鲁商置业 ,(SH:600223),315
天津松江 ,(SH:600225),728
升华拜克 ,(SH:600226),554
赤天化 ,(SH:600227),244
*ST昌九 ,(SH:600228),2081
青岛碱业 ,(SH:600229),380
沧州大化 ,(SH:600230),503
凌钢股份 ,(SH:600231),241
金鹰股份 ,(SH:600232),366
大杨创世 ,(SH:600233),867
山水文化 ,(SH:600234),1373
民丰特纸 ,(SH:600235),299
桂冠电力 ,(SH:600236),679
铜峰电子 ,(SH:600237),1213
海南椰岛 ,(SH:600238),641
云南城投 ,(SH:600239),722
华业地产 ,(SH:600240),734
时代万恒 ,(SH:600241),234
中昌海运 ,(SH:600242),441
青海华鼎 ,(SH:600243),316
万通地产 ,(SH:600246),826
*ST成城 ,(SH:600247),399
延长化建 ,(SH:600248),294
两面针 ,(SH:600249),716
南纺股份 ,(SH:600250),340
冠农股份 ,(SH:600251),1456
中恒集团 ,(SH:600252),3568
天方药业 ,(SH:600253),92
鑫科材料 ,(SH:600255),825
广汇能源 ,(SH:600256),7460
大湖股份 ,(SH:600257),872
首旅酒店 ,(SH:600258),579
广晟有色 ,(SH:600259),1602
凯乐科技 ,(SH:600260),862
阳光照明 ,(SH:600261),1715
北方股份 ,(SH:600262),955
路桥建设 ,(SH:600263),17
ST景谷 ,(SH:600265),622
北京城建 ,(SH:600266),1248
海正药业 ,(SH:600267),12461
国电南自 ,(SH:600268),1148
赣粤高速 ,(SH:600269),909
外运发展 ,(SH:600270),1983
航天信息 ,(SH:600271),3195
开开实业 ,(SH:600272),529
华芳纺织 ,(SH:600273),553
武昌鱼 ,(SH:600275),389
恒瑞医药 ,(SH:600276),9492
亿利能源 ,(SH:600277),651
东方创业 ,(SH:600278),747
重庆港九 ,(SH:600279),791
中央商场 ,(SH:600280),777
太化股份 ,(SH:600281),186
*ST南钢 ,(SH:600282),330
钱江水利 ,(SH:600283),472
浦东建设 ,(SH:600284),858
羚锐制药 ,(SH:600285),1479
江苏舜天 ,(SH:600287),465
大恒科技 ,(SH:600288),1147
亿阳信通 ,(SH:600289),1268
华仪电气 ,(SH:600290),824
西水股份 ,(SH:600291),867
中电远达 ,(SH:600292),1769
三峡新材 ,(SH:600293),462
鄂尔多斯 ,(SH:600295),560
美罗药业 ,(SH:600297),655
安琪酵母 ,(SH:600298),5515
*ST新材 ,(SH:600299),374
维维股份 ,(SH:600300),1032
ST南化 ,(SH:600301),886
标准股份 ,(SH:600302),243
曙光股份 ,(SH:600303),657
恒顺醋业 ,(SH:600305),2426
*ST商城 ,(SH:600306),513
酒钢宏兴 ,(SH:600307),387
华泰股份 ,(SH:600308),669
万华化学 ,(SH:600309),6255
桂东电力 ,(SH:600310),649
荣华实业 ,(SH:600311),397
平高电气 ,(SH:600312),2542
农发种业 ,(SH:600313),667
上海家化 ,(SH:600315),14467
洪都航空 ,(SH:600316),3719
营口港 ,(SH:600317),2408
巢东股份 ,(SH:600318),341
亚星化学 ,(SH:600319),432
振华重工 ,(SH:600320),1810
国栋建设 ,(SH:600321),337
天房发展 ,(SH:600322),422
瀚蓝环境 ,(SH:600323),1270
华发股份 ,(SH:600325),1493
西藏天路 ,(SH:600326),663
大东方 ,(SH:600327),804
兰太实业 ,(SH:600328),480
中新药业 ,(SH:600329),2680
天通股份 ,(SH:600330),2805
宏达股份 ,(SH:600331),753
白云山 ,(SH:600332),17686
长春燃气 ,(SH:600333),552
国机汽车 ,(SH:600335),1193
澳柯玛 ,(SH:600336),792
美克家居 ,(SH:600337),1063
西藏珠峰 ,(SH:600338),512
天利高新 ,(SH:600339),698
华夏幸福 ,(SH:600340),3589
航天动力 ,(SH:600343),1706
长江通信 ,(SH:600345),1089
大橡塑 ,(SH:600346),398
阳泉煤业 ,(SH:600348),1167
山东高速 ,(SH:600350),561
亚宝药业 ,(SH:600351),1287
浙江龙盛 ,(SH:600352),6889
旭光股份 ,(SH:600353),349
敦煌种业 ,(SH:600354),1124
精伦电子 ,(SH:600355),1632
恒丰纸业 ,(SH:600356),463
国旅联合 ,(SH:600358),348
新农开发 ,(SH:600359),600
华微电子 ,(SH:600360),560
华联综超 ,(SH:600361),448
江西铜业 ,(SH:600362),4783
联创光电 ,(SH:600363),1046
通葡股份 ,(SH:600365),306
宁波韵升 ,(SH:600366),1737
红星发展 ,(SH:600367),744
五洲交通 ,(SH:600368),424
西南证券 ,(SH:600369),770
三房巷 ,(SH:600370),406
万向德农 ,(SH:600371),1288
中航电子 ,(SH:600372),2918
中文传媒 ,(SH:600373),1373
华菱星马 ,(SH:600375),780
首开股份 ,(SH:600376),1140
宁沪高速 ,(SH:600377),2118
天科股份 ,(SH:600378),692
宝光股份 ,(SH:600379),241
健康元 ,(SH:600380),1125
*ST贤成 ,(SH:600381),554
广东明珠 ,(SH:600382),971
金地集团 ,(SH:600383),2860
ST金泰 ,(SH:600385),444
北巴传媒 ,(SH:600386),691
海越股份 ,(SH:600387),2679
龙净环保 ,(SH:600388),4377
江山股份 ,(SH:600389),1339
金瑞科技 ,(SH:600390),3215
成发科技 ,(SH:600391),1807
盛和资源 ,(SH:600392),743
东华实业 ,(SH:600393),172
盘江股份 ,(SH:600395),1229
金山股份 ,(SH:600396),639
安源煤业 ,(SH:600397),585
海澜之家 ,(SH:600398),1156
抚顺特钢 ,(SH:600399),1580
红豆股份 ,(SH:600400),567
海润光伏 ,(SH:600401),3292
大有能源 ,(SH:600403),423
动力源 ,(SH:600405),2820
国电南瑞 ,(SH:600406),4938
安泰集团 ,(SH:600408),384
三友化工 ,(SH:600409),799
华胜天成 ,(SH:600410),2046
小商品城 ,(SH:600415),1389
湘电股份 ,(SH:600416),1602
江淮汽车 ,(SH:600418),4655
天润乳业 ,(SH:600419),502
现代制药 ,(SH:600420),1181
仰帆控股 ,(SH:600421),344
昆明制药 ,(SH:600422),1985
柳化股份 ,(SH:600423),246
青松建化 ,(SH:600425),1000
华鲁恒升 ,(SH:600426),1140
中远航运 ,(SH:600428),1664
三元股份 ,(SH:600429),1814
吉恩镍业 ,(SH:600432),2309
冠豪高新 ,(SH:600433),1422
北方导航 ,(SH:600435),3733
片仔癀 ,(SH:600436),8898
通威股份 ,(SH:600438),832
瑞贝卡 ,(SH:600439),1551
国通管业 ,(SH:600444),260
金证股份 ,(SH:600446),3044
华纺股份 ,(SH:600448),270
宁夏建材 ,(SH:600449),633
涪陵电力 ,(SH:600452),303
博通股份 ,(SH:600455),504
宝钛股份 ,(SH:600456),2500
时代新材 ,(SH:600458),1317
贵研铂业 ,(SH:600459),4056
士兰微 ,(SH:600460),1753
洪城水业 ,(SH:600461),409
石岘纸业 ,(SH:600462),203
空港股份 ,(SH:600463),358
迪康药业 ,(SH:600466),610
好当家 ,(SH:600467),1021
百利电气 ,(SH:600468),763
风神股份 ,(SH:600469),485
六国化工 ,(SH:600470),540
华光股份 ,(SH:600475),583
湘邮科技 ,(SH:600476),1045
杭萧钢构 ,(SH:600477),453
科力远 ,(SH:600478),2394
千金药业 ,(SH:600479),1968
凌云股份 ,(SH:600480),1149
双良节能 ,(SH:600481),1406
风帆股份 ,(SH:600482),1636
福建南纺 ,(SH:600483),434
中创信测 ,(SH:600485),1361
扬农化工 ,(SH:600486),1114
亨通光电 ,(SH:600487),650
天药股份 ,(SH:600488),403
中金黄金 ,(SH:600489),2365
鹏欣资源 ,(SH:600490),902
龙元建设 ,(SH:600491),261
凤竹纺织 ,(SH:600493),470
晋西车轴 ,(SH:600495),2043
精工钢构 ,(SH:600496),521
驰宏锌锗 ,(SH:600497),1794
烽火通信 ,(SH:600498),2727
科达洁能 ,(SH:600499),6250
中化国际 ,(SH:600500),1011
航天晨光 ,(SH:600501),1126
安徽水利 ,(SH:600502),799
华丽家族 ,(SH:600503),1368
西昌电力 ,(SH:600505),211
香梨股份 ,(SH:600506),688
方大特钢 ,(SH:600507),615
上海能源 ,(SH:600508),458
天富能源 ,(SH:600509),1688
黑牡丹 ,(SH:600510),388
国药股份 ,(SH:600511),1920
腾达建设 ,(SH:600512),273
联环药业 ,(SH:600513),700
海岛建设 ,(SH:600515),763
方大炭素 ,(SH:600516),2670
置信电气 ,(SH:600517),1143
康美药业 ,(SH:600518),7430
贵州茅台 ,(SH:600519),87488
中发科技 ,(SH:600520),501
华海药业 ,(SH:600521),8886
中天科技 ,(SH:600522),2639
贵航股份 ,(SH:600523),1249
长园集团 ,(SH:600525),1330
菲达环保 ,(SH:600526),1980
江南高纤 ,(SH:600527),1241
中铁二局 ,(SH:600528),759
山东药玻 ,(SH:600529),651
交大昂立 ,(SH:600530),439
豫光金铅 ,(SH:600531),821
宏达矿业 ,(SH:600532),249
栖霞建设 ,(SH:600533),225
天士力 ,(SH:600535),9516
中国软件 ,(SH:600536),3283
亿晶光电 ,(SH:600537),3692
国发股份 ,(SH:600538),387
狮头股份 ,(SH:600539),280
新赛股份 ,(SH:600540),375
莫高股份 ,(SH:600543),947
新疆城建 ,(SH:600545),1572
山煤国际 ,(SH:600546),908
山东黄金 ,(SH:600547),3370
深高速 ,(SH:600548),470
厦门钨业 ,(SH:600549),2496
*ST天威 ,(SH:600550),1845
时代出版 ,(SH:600551),1841
方兴科技 ,(SH:600552),466
九龙山 ,(SH:600555),369
北生药业 ,(SH:600556),1072
康缘药业 ,(SH:600557),3190
大西洋 ,(SH:600558),368
老白干酒 ,(SH:600559),1327
金自天正 ,(SH:600560),524
江西长运 ,(SH:600561),473
国睿科技 ,(SH:600562),2418
法拉电子 ,(SH:600563),1756
迪马股份 ,(SH:600565),386
洪城股份 ,(SH:600566),714
山鹰纸业 ,(SH:600567),524
中珠控股 ,(SH:600568),1117
安阳钢铁 ,(SH:600569),313
恒生电子 ,(SH:600570),4307
信雅达 ,(SH:600571),837
康恩贝 ,(SH:600572),1882
惠泉啤酒 ,(SH:600573),552
皖江物流 ,(SH:600575),650
万好万家 ,(SH:600576),739
精达股份 ,(SH:600577),344
京能电力 ,(SH:600578),933
天华院 ,(SH:600579),242
卧龙电气 ,(SH:600580),972
八一钢铁 ,(SH:600581),341
天地科技 ,(SH:600582),964
海油工程 ,(SH:600583),3189
长电科技 ,(SH:600584),2656
海螺水泥 ,(SH:600585),8563
金晶科技 ,(SH:600586),758
新华医疗 ,(SH:600587),2676
用友软件 ,(SH:600588),4256
广东榕泰 ,(SH:600589),405
泰豪科技 ,(SH:600590),749
龙溪股份 ,(SH:600592),867
大连圣亚 ,(SH:600593),319
益佰制药 ,(SH:600594),1602
中孚实业 ,(SH:600595),886
新安股份 ,(SH:600596),1840
光明乳业 ,(SH:600597),5835
*ST大荒 ,(SH:600598),5227
熊猫烟花 ,(SH:600599),1734
青岛啤酒 ,(SH:600600),5003
方正科技 ,(SH:600601),1089
仪电电子 ,(SH:600602),809
大洲兴业 ,(SH:600603),445
市北高新 ,(SH:600604),562
汇通能源 ,(SH:600605),321
金丰投资 ,(SH:600606),1832
上海科技 ,(SH:600608),422
金杯汽车 ,(SH:600609),439
S*ST中纺 ,(SH:600610),158
大众交通 ,(SH:600611),1194
老凤祥 ,(SH:600612),1652
神奇制药 ,(SH:600613),1155
鼎立股份 ,(SH:600614),467
丰华股份 ,(SH:600615),454
金枫酒业 ,(SH:600616),832
国新能源 ,(SH:600617),309
氯碱化工 ,(SH:600618),477
海立股份 ,(SH:600619),354
天宸股份 ,(SH:600620),1455
华鑫股份 ,(SH:600621),431
嘉宝集团 ,(SH:600622),376
双钱股份 ,(SH:600623),547
复旦复华 ,(SH:600624),1373
申达股份 ,(SH:600626),1208
新世界 ,(SH:600628),1064
棱光实业 ,(SH:600629),316
龙头股份 ,(SH:600630),928
浙报传媒 ,(SH:600633),4749
中技控股 ,(SH:600634),547
大众公用 ,(SH:600635),1132
三爱富 ,(SH:600636),1586
百视通 ,(SH:600637),7231
新黄浦 ,(SH:600638),560
浦东金桥 ,(SH:600639),1212
号百控股 ,(SH:600640),1974
万业企业 ,(SH:600641),267
申能股份 ,(SH:600642),1673
爱建股份 ,(SH:600643),2353
乐山电力 ,(SH:600644),507
中源协和 ,(SH:600645),3081
同达创业 ,(SH:600647),235
外高桥 ,(SH:600648),3167
城投控股 ,(SH:600649),1557
锦江投资 ,(SH:600650),782
飞乐音响 ,(SH:600651),879
爱使股份 ,(SH:600652),1004
申华控股 ,(SH:600653),470
飞乐股份 ,(SH:600654),754
豫园商城 ,(SH:600655),1921
博元投资 ,(SH:600656),398
信达地产 ,(SH:600657),428
电子城 ,(SH:600658),588
福耀玻璃 ,(SH:600660),9533
新南洋 ,(SH:600661),1495
强生控股 ,(SH:600662),1121
陆家嘴 ,(SH:600663),1582
哈药股份 ,(SH:600664),1659
天地源 ,(SH:600665),502
西南药业 ,(SH:600666),1817
太极实业 ,(SH:600667),924
尖峰集团 ,(SH:600668),1453
天目药业 ,(SH:600671),378
东阳光科 ,(SH:600673),1210
川投能源 ,(SH:600674),3226
中华企业 ,(SH:600675),1001
交运股份 ,(SH:600676),428
航天通信 ,(SH:600677),1975
四川金顶 ,(SH:600678),306
金山开发 ,(SH:600679),676
上海普天 ,(SH:600680),1533
万鸿集团 ,(SH:600681),288
南京新百 ,(SH:600682),414
京投银泰 ,(SH:600683),757
珠江实业 ,(SH:600684),780
广船国际 ,(SH:600685),1013
金龙汽车 ,(SH:600686),862
刚泰控股 ,(SH:600687),368
上海石化 ,(SH:600688),1705
*ST三毛 ,(SH:600689),531
青岛海尔 ,(SH:600690),6410
阳煤化工 ,(SH:600691),558
亚通股份 ,(SH:600692),680
东百集团 ,(SH:600693),315
大商股份 ,(SH:600694),3014
大江股份 ,(SH:600695),371
多伦股份 ,(SH:600696),613
欧亚集团 ,(SH:600697),808
湖南天雁 ,(SH:600698),711
均胜电子 ,(SH:600699),4683
工大高新 ,(SH:600701),492
沱牌舍得 ,(SH:600702),1645
三安光电 ,(SH:600703),3712
物产中大 ,(SH:600704),1524
中航资本 ,(SH:600705),3227
曲江文旅 ,(SH:600706),686
彩虹股份 ,(SH:600707),2052
海博股份 ,(SH:600708),1193
常林股份 ,(SH:600710),344
盛屯矿业 ,(SH:600711),1103
南宁百货 ,(SH:600712),274
南京医药 ,(SH:600713),1418
金瑞矿业 ,(SH:600714),294
松辽汽车 ,(SH:600715),833
凤凰股份 ,(SH:600716),483
天津港 ,(SH:600717),2055
东软集团 ,(SH:600718),5117
大连热电 ,(SH:600719),316
祁连山 ,(SH:600720),838
百花村 ,(SH:600721),244
金牛化工 ,(SH:600722),334
首商股份 ,(SH:600723),424
宁波富达 ,(SH:600724),229
云维股份 ,(SH:600725),627
华电能源 ,(SH:600726),515
鲁北化工 ,(SH:600727),229
佳都科技 ,(SH:600728),737
重庆百货 ,(SH:600729),1123
中国高科 ,(SH:600730),673
湖南海利 ,(SH:600731),285
上海新梅 ,(SH:600732),670
S前锋 ,(SH:600733),298
实达集团 ,(SH:600734),250
新华锦 ,(SH:600735),450
苏州高新 ,(SH:600736),1495
中粮屯河 ,(SH:600737),1413
兰州民百 ,(SH:600738),291
辽宁成大 ,(SH:600739),4541
山西焦化 ,(SH:600740),415
华域汽车 ,(SH:600741),3042
一汽富维 ,(SH:600742),962
华远地产 ,(SH:600743),863
华银电力 ,(SH:600744),218
中茵股份 ,(SH:600745),310
江苏索普 ,(SH:600746),425
大连控股 ,(SH:600747),1758
上实发展 ,(SH:600748),725
西藏旅游 ,(SH:600749),1202
江中药业 ,(SH:600750),6862
天津海运 ,(SH:600751),1186
东方银星 ,(SH:600753),239
锦江股份 ,(SH:600754),1984
厦门国贸 ,(SH:600755),1184
浪潮软件 ,(SH:600756),4126
长江传媒 ,(SH:600757),558
红阳能源 ,(SH:600758),185
洲际油气 ,(SH:600759),1020
中航黑豹 ,(SH:600760),1883
安徽合力 ,(SH:600761),1947
通策医疗 ,(SH:600763),4272
中电广通 ,(SH:600764),226
中航重机 ,(SH:600765),3275
园城黄金 ,(SH:600766),260
运盛实业 ,(SH:600767),1044
宁波富邦 ,(SH:600768),383
祥龙电业 ,(SH:600769),367
综艺股份 ,(SH:600770),1428
广誉远 ,(SH:600771),2594
西藏城投 ,(SH:600773),1026
汉商集团 ,(SH:600774),200
南京熊猫 ,(SH:600775),943
东方通信 ,(SH:600776),890
新潮实业 ,(SH:600777),594
友好集团 ,(SH:600778),613
水井坊 ,(SH:600779),1468
通宝能源 ,(SH:600780),355
辅仁药业 ,(SH:600781),908
新钢股份 ,(SH:600782),380
鲁信创投 ,(SH:600783),2049
鲁银投资 ,(SH:600784),534
新华百货 ,(SH:600785),906
中储股份 ,(SH:600787),2191
鲁抗医药 ,(SH:600789),1285
轻纺城 ,(SH:600790),1569
京能置业 ,(SH:600791),222
云煤能源 ,(SH:600792),273
ST宜纸 ,(SH:600793),204
保税科技 ,(SH:600794),829
国电电力 ,(SH:600795),3322
钱江生化 ,(SH:600796),303
浙大网新 ,(SH:600797),1930
宁波海运 ,(SH:600798),881
天津磁卡 ,(SH:600800),802
华新水泥 ,(SH:600801),1088
福建水泥 ,(SH:600802),584
威远生化 ,(SH:600803),802
鹏博士 ,(SH:600804),5205
悦达投资 ,(SH:600805),2473
昆明机床 ,(SH:600806),298
天业股份 ,(SH:600807),239
马钢股份 ,(SH:600808),587
山西汾酒 ,(SH:600809),3733
神马股份 ,(SH:600810),615
东方集团 ,(SH:600811),1109
华北制药 ,(SH:600812),1110
杭州解百 ,(SH:600814),395
厦工股份 ,(SH:600815),450
安信信托 ,(SH:600816),1643
ST宏盛 ,(SH:600817),582
中路股份 ,(SH:600818),508
耀皮玻璃 ,(SH:600819),310
隧道股份 ,(SH:600820),2177
津劝业 ,(SH:600821),306
上海物贸 ,(SH:600822),1200
世茂股份 ,(SH:600823),1015
益民集团 ,(SH:600824),666
新华传媒 ,(SH:600825),2305
兰生股份 ,(SH:600826),2338
百联股份 ,(SH:600827),2507
成商集团 ,(SH:600828),339
三精制药 ,(SH:600829),677
香溢融通 ,(SH:600830),1443
广电网络 ,(SH:600831),925
东方明珠 ,(SH:600832),3554
第一医药 ,(SH:600833),764
申通地铁 ,(SH:600834),484
上海机电 ,(SH:600835),2808
界龙实业 ,(SH:600836),615
海通证券 ,(SH:600837),7183
上海九百 ,(SH:600838),746
四川长虹 ,(SH:600839),4326
上柴股份 ,(SH:600841),311
上工申贝 ,(SH:600843),533
丹化科技 ,(SH:600844),817
宝信软件 ,(SH:600845),525
同济科技 ,(SH:600846),2267
万里股份 ,(SH:600847),107
自仪股份 ,(SH:600848),358
华东电脑 ,(SH:600850),505
海欣股份 ,(SH:600851),896
龙建股份 ,(SH:600853),318
春兰股份 ,(SH:600854),453
航天长峰 ,(SH:600855),2262
长百集团 ,(SH:600856),290
工大首创 ,(SH:600857),1640
