Code,Name,总市值
002581,万昌科技,119亿
002582,好想你,43亿
002583,海能达,132亿
002584,西陇化工,74亿
002585,双星新材,105亿
002586,围海股份,83亿
002587,奥拓电子,58亿
002588,史丹利,181亿
002589,瑞康医药,205亿
002590,万安科技,68亿
002591,恒大高新,34亿
002592,八菱科技,63亿
002593,日上集团,52亿
002594,比亚迪,1559亿
002595,豪迈科技,199亿
002596,海南瑞泽,34亿
002597,金禾实业,69亿
002598,山东章鼓,31亿
002599,盛通股份,42亿
002600,江粉磁材,65亿
002601,佰利联,63亿
002602,世纪华通,136亿
002603,以岭药业,247亿
002604,龙力生物,63亿
002605,姚记扑克,85亿
002606,大连电瓷,47亿
002607,亚夏汽车,31亿
002608,舜天船舶,58亿
002609,捷顺科技,106亿
002610,爱康科技,116亿
002611,东方精工,62亿
002612,朗姿股份,74亿
002613,北玻股份,55亿
002614,蒙发利,89亿
002615,哈尔斯,34亿
002616,长青集团,74亿
002617,露笑科技,42亿
002618,丹邦科技,85亿
002619,巨龙管业,111亿
002620,瑞和股份,37亿
002621,大连三垒,45亿
002622,永大集团,120亿
002623,亚玛顿,51亿
002624,金磊股份,142亿
002625,龙生股份,128亿
002626,金达威,105亿
002627,宜昌交运,32亿
002628,成都路桥,53亿
002629,仁智油服,38亿
002630,华西能源,87亿
002631,德尔家居,128亿
002632,道明光学,56亿
002633,*ST申科,43亿
002634,棒杰股份,34亿
002635,安洁科技,75亿
002636,金安国纪,81亿
002637,赞宇科技,30亿
002638,勤上光电,75亿
002639,雪人股份,53亿
002640,百圆裤业,132亿
002641,永高股份,86亿
002642,荣之联,218亿
002643,烟台万润,91亿
002644,佛慈制药,64亿
002645,华宏科技,27亿
002646,青青稞酒,137亿
002647,宏磊股份,45亿
002648,卫星石化,139亿
002649,博彦科技,106亿
002650,加加食品,77亿
002651,利君股份,137亿
002652,扬子新材,40亿
002653,海思科,281亿
002654,万润科技,43亿
002655,共达电声,52亿
002656,卡奴迪路,35亿
002657,中科金财,290亿
002658,雪迪龙,162亿
002659,中泰桥梁,31亿
002660,茂硕电源,26亿
002661,克明面业,40亿
002662,京威股份,148亿
002663,普邦园林,181亿
002664,信质电机,114亿
002665,首航节能,172亿
002666,德联集团,97亿
002667,鞍重股份,32亿
002668,奥马电器,44亿
002669,康达新材,39亿
002670,华声股份,37亿
002671,龙泉股份,68亿
002672,东江环保,192亿
002673,西部证券,923亿
002674,兴业科技,43亿
002675,东诚药业,55亿
002676,顺威股份,43亿
002677,浙江美大,68亿
002678,珠江钢琴,167亿
002679,福建金森,37亿
002680,黄海机械,28亿
002681,奋达科技,261亿
002682,龙洲股份,30亿
002683,宏大爆破,91亿
002684,猛狮科技,81亿
002685,华东重机,90亿
002686,亿利达,49亿
002687,乔治白,42亿
002688,金河生物,41亿
002689,博林特,88亿
002690,美亚光电,211亿
002691,石中装备,30亿
002692,远程电缆,65亿
002693,双成药业,59亿
002694,顾地科技,48亿
002695,煌上煌,49亿
002696,百洋股份,28亿
002697,红旗连锁,110亿
002698,博实股份,137亿
002699,美盛文化,111亿
002700,新疆浩源,70亿
002701,奥瑞金,252亿
002702,海欣食品,50亿
002703,浙江世宝,102亿
002705,新宝股份,84亿
002706,良信电器,50亿
002707,众信旅游,141亿
002708,光洋股份,45亿
002709,天赐材料,53亿
002710,慈铭体检,-
002711,欧浦钢网,115亿
002712,思美传媒,64亿
002713,东易日盛,68亿
002714,牧原股份,178亿
002715,登云股份,30亿
002716,金贵银业,70亿
002717,岭南园林,60亿
002718,友邦吊顶,55亿
002719,麦趣尔,42亿
002720,宏良股份,-
002721,金一文化,117亿
002722,金轮股份,39亿
002723,金莱特,33亿
002724,海洋王,119亿
002725,跃岭股份,37亿
002726,龙大肉食,63亿
002727,一心堂,203亿
002728,台城制药,54亿
002729,好利来,32亿
002730,电光科技,40亿
002731,萃华珠宝,55亿
002732,燕塘乳业,43亿
002733,雄韬股份,55亿
002734,利民股份,32亿
002735,王子新材,36亿
002736,国信证券,2423亿
002737,葵花药业,128亿
002738,中矿资源,51亿
002739,万达院线,912亿
002740,爱迪尔,40亿
002741,光华科技,53亿
002742,三圣特材,47亿
002743,富煌钢构,41亿
002745,木林森,201亿
002746,仙坛股份,40亿
002747,埃斯顿,82亿
002748,世龙实业,44亿
002749,国光股份,57亿
002750,龙津药业,47亿
002751,易尚展示,11亿
002752,昇兴股份,46亿
002753,永东股份,-
002755,东方新星,-
002756,永兴特钢,-
031005,国安GAC1,0
031007,阿胶EJC1,0
038011,攀钢AGP1,0
038014,钾肥JFP1,0
038015,盐湖YHP1,0
038016,集琦JQP1,0
038017,深发SFP1,0
300001,特锐德,78亿
300002,神州泰岳,471亿
300003,乐普医疗,289亿
300004,南风股份,168亿
300005,探路者,145亿
300006,莱美药业,99亿
300007,汉威电子,103亿
300008,上海佳豪,43亿
300009,安科生物,91亿
300010,立思辰,159亿
300011,鼎汉技术,155亿
300012,华测检测,92亿
300013,新宁物流,65亿
300014,亿纬锂能,94亿
300015,爱尔眼科,273亿
300016,北陆药业,104亿
300017,网宿科技,348亿
300018,中元华电,91亿
300019,硅宝科技,48亿
300020,银江股份,142亿
300021,大禹节水,48亿
300022,吉峰农机,36亿
300023,宝德股份,27亿
300024,机器人,380亿
300025,华星创业,42亿
300026,红日药业,218亿
300027,华谊兄弟,430亿
300028,金亚科技,120亿
300029,天龙光电,35亿
300030,阳普医疗,62亿
300031,宝通带业,40亿
300032,金龙机电,211亿
300033,同花顺,526亿
300034,钢研高纳,106亿
300035,中科电气,34亿
300036,超图软件,58亿
300037,新宙邦,67亿
300038,梅泰诺,59亿
300039,上海凯宝,118亿
300040,九洲电气,31亿
300041,回天新材,58亿
300042,朗科科技,33亿
300043,互动娱乐,180亿
300044,赛为智能,43亿
300045,华力创通,91亿
300046,台基股份,40亿
300047,天源迪科,65亿
300048,合康变频,51亿
300049,福瑞股份,110亿
300050,世纪鼎利,77亿
300051,三五互联,62亿
300052,中青宝,82亿
300053,欧比特,74亿
300054,鼎龙股份,110亿
300055,万邦达,274亿
300056,三维丝,48亿
300057,万顺股份,60亿
300058,蓝色光标,302亿
300059,东方财富,1068亿
300061,康耐特,29亿
300062,中能电气,29亿
300063,天龙集团,39亿
300064,豫金刚石,109亿
300065,海兰信,72亿
300066,三川股份,60亿
300067,安诺其,61亿
300068,南都电源,94亿
300069,金利华电,37亿
300070,碧水源,524亿
300071,华谊嘉信,83亿
300072,三聚环保,230亿
300073,当升科技,43亿
300074,华平股份,91亿
300075,数字政通,155亿
300076,GQY视讯,38亿
300077,国民技术,133亿
300078,中瑞思创,35亿
300079,数码视讯,137亿
300080,新大新材,62亿
300081,恒信移动,67亿
300082,奥克股份,64亿
300083,劲胜精密,85亿
300084,海默科技,47亿
300085,银之杰,357亿
300086,康芝药业,77亿
300087,荃银高科,29亿
300088,长信科技,137亿
300089,长城集团,63亿
300090,盛运环保,108亿
300091,金通灵,77亿
300092,科新机电,30亿
300093,金刚玻璃,46亿
300094,国联水产,63亿
300095,华伍股份,24亿
300096,易联众,93亿
300097,智云股份,39亿
300098,高新兴,62亿
300099,尤洛卡,36亿
300100,双林股份,83亿
300101,振芯科技,100亿
300102,乾照光电,55亿
300103,达刚路机,50亿
300104,乐视网,942亿
300105,龙源技术,96亿
300106,西部牧业,28亿
300107,建新股份,49亿
300108,双龙股份,61亿
300109,新开源,71亿
300110,华仁药业,51亿
300111,向日葵,76亿
300112,万讯自控,37亿
300113,顺网科技,157亿
300114,中航电测,84亿
300115,长盈精密,177亿
300116,坚瑞消防,38亿
300117,嘉寓股份,37亿
300118,东方日升,85亿
300119,瑞普生物,66亿
300120,经纬电材,34亿
300121,阳谷华泰,35亿
300122,智飞生物,237亿
300123,太阳鸟,45亿
300124,汇川技术,328亿
300125,易世达,48亿
300126,锐奇股份,37亿
300127,银河磁体,55亿
300128,锦富新材,92亿
300129,泰胜风能,57亿
300130,新国都,88亿
300131,英唐智控,88亿
300132,青松股份,38亿
300133,华策影视,232亿
300134,大富科技,220亿
300135,宝利沥青,88亿
300136,信维通信,92亿
300137,先河环保,66亿
300138,晨光生物,28亿
300139,福星晓程,68亿
300140,启源装备,72亿
300141,和顺电气,23亿
300142,沃森生物,140亿
300143,星河生物,28亿
300144,宋城演艺,358亿
300145,南方泵业,86亿
300146,汤臣倍健,321亿
300147,香雪制药,148亿
300148,天舟文化,126亿
300149,量子高科,47亿
300150,世纪瑞尔,80亿
300151,昌红科技,79亿
300152,燃控科技,68亿
300153,科泰电源,44亿
300154,瑞凌股份,45亿
300155,安居宝,97亿
300156,神雾环保,87亿
300157,恒泰艾普,100亿
300158,振东制药,54亿
300159,新研股份,138亿
300160,秀强股份,31亿
300161,华中数控,43亿
300162,雷曼光电,78亿
300163,先锋新材,45亿
300164,通源石油,60亿
300165,天瑞仪器,59亿
300166,东方国信,138亿
300167,迪威视讯,72亿
300168,万达信息,473亿
300169,天晟新材,41亿
300170,汉得信息,186亿
300171,东富龙,221亿
300172,中电环保,73亿
300173,松德股份,90亿
300174,元力股份,32亿
300175,朗源股份,65亿
300176,鸿特精密,25亿
300177,中海达,90亿
300178,腾邦国际,169亿
300179,四方达,58亿
300180,华峰超纤,61亿
300181,佐力药业,62亿
300182,捷成股份,167亿
300183,东软载波,145亿
300184,力源信息,53亿
300185,通裕重工,81亿
300186,大华农,42亿
300187,永清环保,92亿
300188,美亚柏科,121亿
300189,神农大丰,58亿
300190,维尔利,86亿
300191,潜能恒信,86亿
300192,科斯伍德,22亿
300193,佳士科技,46亿
300194,福安药业,66亿
300195,长荣股份,110亿
300196,长海股份,59亿
300197,铁汉生态,121亿
300198,纳川股份,55亿
300199,翰宇药业,267亿
300200,高盟新材,34亿
300201,海伦哲,30亿
300202,聚龙股份,237亿
300203,聚光科技,170亿
300204,舒泰神,124亿
300205,天喻信息,123亿
300206,理邦仪器,70亿
300207,欣旺达,122亿
300208,恒顺众昇,163亿
300209,天泽信息,84亿
300210,森远股份,57亿
300211,亿通科技,27亿
300212,易华录,182亿
300213,佳讯飞鸿,84亿
300214,日科化学,37亿
300215,电科院,85亿
300216,千山药机,189亿
300217,东方电热,62亿
300218,安利股份,35亿
300219,鸿利光电,62亿
300220,金运激光,48亿
300221,银禧科技,55亿
300222,科大智能,88亿
300223,北京君正,55亿
300224,正海磁材,97亿
300225,金力泰,42亿
300226,上海钢联,158亿
300227,光韵达,37亿
300228,富瑞特装,98亿
300229,拓尔思,102亿
300230,永利带业,30亿
300231,银信科技,65亿
300232,洲明科技,41亿
300233,金城医药,48亿
300234,开尔新材,51亿
300235,方直科技,45亿
300236,上海新阳,57亿
300237,美晨科技,70亿
300238,冠昊生物,93亿
300239,东宝生物,33亿
300240,飞力达,48亿
300241,瑞丰光电,30亿
300242,明家科技,37亿
300243,瑞丰高材,31亿
300244,迪安诊断,317亿
300245,天玑科技,62亿
300246,宝莱特,86亿
300247,桑乐金,35亿
300248,新开普,144亿
300249,依米康,38亿
300250,初灵信息,63亿
300251,光线传媒,370亿
300252,金信诺,133亿
300253,卫宁软件,363亿
300254,仟源医药,53亿
300255,常山药业,99亿
300256,星星科技,59亿
300257,开山股份,257亿
300258,精锻科技,44亿
300259,新天科技,63亿
300260,新莱应材,27亿
300261,雅本化学,63亿
300262,巴安水务,87亿
300263,隆华节能,118亿
300264,佳创视讯,37亿
300265,通光线缆,48亿
300266,兴源环境,128亿
300267,尔康制药,237亿
300268,万福生科,31亿
300269,联建光电,120亿
300270,中威电子,57亿
300271,华宇软件,87亿
300272,开能环保,67亿
300273,和佳股份,210亿
300274,阳光电源,243亿
300275,梅安森,42亿
300276,三丰智能,47亿
300277,海联讯,35亿
300278,华昌达,127亿
300279,和晶科技,51亿
300280,南通锻压,29亿
300281,金明精机,39亿
300282,汇冠股份,43亿
300283,温州宏丰,37亿
300284,苏交科,121亿
300285,国瓷材料,60亿
300286,安科瑞,49亿
300287,飞利信,159亿
300288,朗玛信息,242亿
300289,利德曼,70亿
300290,荣科科技,55亿
300291,华录百纳,236亿
300292,吴通通讯,90亿
300293,蓝英装备,77亿
300294,博雅生物,85亿
300295,三六五网,147亿
300296,利亚德,101亿
300297,蓝盾股份,133亿
300298,三诺生物,100亿
300299,富春通信,60亿
300300,汉鼎股份,89亿
300301,长方照明,66亿
300302,同有科技,57亿
300303,聚飞光电,84亿
300304,云意电气,50亿
300305,裕兴股份,54亿
300306,远方光电,57亿
300307,慈星股份,121亿
300308,中际装备,34亿
300309,吉艾科技,63亿
300310,宜通世纪,65亿
300311,任子行,55亿
300312,邦讯技术,63亿
300313,天山生物,26亿
300314,戴维医疗,68亿
300315,掌趣科技,415亿
300316,晶盛机电,198亿
300317,珈伟股份,42亿
300318,博晖创新,71亿
300319,麦捷科技,31亿
300320,海达股份,43亿
300321,同大股份,33亿
300322,硕贝德,45亿
300323,华灿光电,66亿
300324,旋极信息,178亿
300325,德威新材,49亿
300326,凯利泰,87亿
300327,中颖电子,34亿
300328,宜安科技,74亿
300329,海伦钢琴,39亿
300330,华虹计通,29亿
300331,苏大维格,37亿
300332,天壕节能,96亿
300333,兆日科技,66亿
300334,津膜科技,92亿
300335,迪森股份,56亿
300336,新文化,142亿
300337,银邦股份,74亿
300338,开元仪器,52亿
300339,润和软件,92亿
300340,科恒股份,33亿
300341,麦迪电气,58亿
300342,天银机电,55亿
300343,联创节能,51亿
300344,太空板业,34亿
300345,红宇新材,32亿
300346,南大光电,47亿
300347,泰格医药,176亿
300348,长亮科技,66亿
300349,金卡股份,78亿
300350,华鹏飞,77亿
300351,永贵电器,105亿
300352,北信源,138亿
300353,东土科技,60亿
300354,东华测试,58亿
300355,蒙草抗旱,90亿
300356,光一科技,83亿
300357,我武生物,84亿
300358,楚天科技,87亿
300359,全通教育,295亿
300360,炬华科技,72亿
300361,奥赛康,-
300362,天保重装,28亿
300363,博腾股份,126亿
300364,中文在线,95亿
300365,恒华科技,50亿
300366,创意信息,37亿
300367,东方网力,156亿
300368,汇金股份,61亿
300369,绿盟科技,184亿
300370,安控科技,52亿
300371,汇中股份,36亿
300372,欣泰电气,36亿
300373,扬杰科技,96亿
300374,恒通科技,39亿
300375,鹏翎股份,50亿
300376,易事特,105亿
300377,赢时胜,175亿
300378,鼎捷软件,142亿
300379,东方通,112亿
300380,安硕信息,208亿
300381,溢多利,42亿
300382,斯莱克,65亿
300383,光环新网,144亿
300384,三联虹普,117亿
300385,雪浪环境,58亿
300386,飞天诚信,153亿
300387,富邦股份,37亿
300388,国祯环保,80亿
300389,艾比森,82亿
300390,天华超净,34亿
300391,康跃科技,31亿
300392,腾信股份,142亿
300393,中来股份,57亿
300394,天孚通信,52亿
300395,菲利华,44亿
300396,迪瑞医疗,75亿
300397,天和防务,132亿
300398,飞凯材料,70亿
300399,京天利,151亿
300400,劲拓股份,53亿
300401,花园生物,42亿
300402,宝色股份,42亿
300403,地尔汉宇,80亿
300404,博济医药,13亿
300405,科隆精化,33亿
300406,九强生物,129亿
300407,凯发电气,46亿
300408,三环集团,335亿
300409,道氏技术,42亿
300410,正业科技,27亿
300411,金盾股份,39亿
300412,迦南科技,46亿
300413,快乐购,169亿
300414,中光防雷,-
300415,伊之密,44亿
300416,苏试试验,42亿
300417,南华仪器,28亿
300418,昆仑万维,350亿
300419,浩丰科技,98亿
300420,五洋科技,29亿
300421,力星股份,34亿
300422,博世科,45亿
300423,鲁亿通,30亿
300424,航新科技,29亿
300425,环能科技,44亿
300426,唐德影视,82亿
300427,红相电力,34亿
300428,四通新材,35亿
300429,强力新材,51亿
300430,诚益通,47亿
300431,暴风科技,110亿
300432,富临精工,69亿
300433,蓝思科技,702亿
300434,金石东方,11亿
300435,中泰股份,44亿
300436,广生堂,28亿
300437,清水源,12亿
300438,鹏辉能源,19亿
300439,美康生物,59亿
300440,运达科技,42亿
300441,鲍斯股份,14亿
300442,普丽盛,30亿
300443,金雷风电,34亿
300444,双杰电气,29亿
300445,康斯特,11亿
300446,乐凯新材,9亿
300447,全信股份,20亿
300448,浩云科技,20亿
300449,汉邦高科,24亿
300450,先导股份,-
300451,创业软件,-
300452,山河药辅,-
300453,三鑫医疗,-
300455,康拓红外,0
300456,耐威科技,-
300457,赢合科技,-
300458,全志科技,-
300459,浙江金科,0
300460,惠伦晶体,-
300461,田中精机,0
