Name,52周最高,52周最低,总市值,每股净资产,市盈率,总股本,每股收益,市净率,30日均量,流通股本,股息率,市销率
sz000680,4.72,2.66,44.54亿,3.46,-/-,12.41亿,0.04,1.04,2146.04万,9.55亿,-,0.50
sz000681,28.11,7.72,179.02亿,1.88,4015.07/445.27,6.70亿,0.08,14.18,325.47万,1.42亿,-,94.08
sz000682,4.30,2.37,40.40亿,1.46,110.73/102.48,9.78亿,0.02,2.83,2158.66万,9.78亿,0.48%,2.39
sz000683,5.36,3.48,60.21亿,1.66,223.82/93.19,13.91亿,-0.10,2.60,1775.67万,7.68亿,0.46%,1.48
sz000685,13.21,8.55,102.32亿,8.54,16.82/15.40,7.79亿,0.36,1.54,397.93万,6.55亿,1.16%,10.90
sz000686,21.89,6.91,171.84亿,4.00,35.80/34.09,19.57亿,0.17,2.20,5927.01万,16.89亿,0.91%,9.07
sz000688,9.66,4.69,77.11亿,0.94,27.32/31.09,11.37亿,0.08,7.23,1455.82万,2.96亿,-,10.87
sz000690,6.00,3.98,80.98亿,2.61,7.31/7.34,17.27亿,0.31,1.79,1576.78万,17.13亿,6.41%,1.48
sz000691,6.78,4.06,21.72亿,0.46,827.18/832.84,3.23亿,0.00,14.51,739.98万,2.90亿,-,111.20
sz000692,8.41,3.31,25.79亿,2.43,123.72/45.35,5.33亿,0.10,1.99,2861.15万,5.33亿,2.03%,1.70
sz000693,26.33,11.14,127.45亿,2.30,114.01/69.64,5.43亿,0.13,10.22,764.10万,7188.43万,-,1.97
sz000695,15.50,4.89,31.52亿,1.40,967.53/1037.88,2.22亿,-0.02,10.15,821.91万,2.22亿,-,4.70
sz000697,20.50,8.08,107.23亿,2.44,167.93/176.96,5.60亿,0.05,7.87,1117.44万,2.55亿,0.08%,47.71
sz000698,4.85,3.50,29.35亿,4.63,79.38/24.97,6.61亿,-0.06,0.96,1175.57万,6.27亿,-,0.26
sz000700,13.13,4.91,38.38亿,4.22,17.68/17.41,3.09亿,0.45,2.94,716.23万,3.09亿,0.24%,1.22
sz000701,13.37,7.02,35.57亿,5.45,14.71/15.96,3.11亿,0.15,2.10,536.43万,2.40亿,1.23%,0.14
sz000702,8.18,3.52,20.53亿,1.61,-/-,2.67亿,0.02,4.80,855.66万,2.67亿,-,1.00
sz000703,11.18,6.03,95.75亿,4.62,22.43/36.25,11.54亿,-0.05,1.80,1156.79万,11.53亿,1.23%,0.31
sz000705,20.10,9.07,36.79亿,3.61,57.09/55.58,3.34亿,0.20,3.05,883.52万,2.73亿,0.47%,1.76
sz000707,5.46,3.46,24.09亿,3.09,-/-,4.64亿,0.03,1.68,1206.84万,4.64亿,0.19%,0.73
sz000708,10.75,5.04,48.31亿,7.08,23.96/21.72,4.49亿,0.29,1.52,711.59万,4.47亿,2.05%,0.59
sz000709,2.48,1.71,234.67亿,4.02,202.00/63.00,106.19亿,0.03,0.55,1.13亿,50.89亿,0.91%,0.22
sz000710,13.48,7.40,19.76亿,0.73,-/-,1.51亿,-0.03,17.83,263.64万,1.51亿,-,7.36
sz000711,12.24,4.85,18.89亿,1.89,-/-,1.61亿,-0.13,6.21,596.77万,1.61亿,-,26.00
sz000712,33.85,12.21,159.13亿,2.65,300.95/67.21,8.96亿,0.26,6.69,976.66万,4.48亿,1.13%,165.86
sz000716,15.84,9.41,33.48亿,3.48,81.38/61.08,2.46亿,0.15,3.91,263.21万,1.71亿,0.37%,2.37
sz000717,2.26,1.64,52.99亿,1.49,52.22/-,24.20亿,-0.30,1.47,2467.60万,11.28亿,-,0.24
sz000718,7.83,3.86,106.65亿,2.04,21.89/-,20.43亿,0.02,2.56,1830.07万,14.70亿,1.91%,2.75
sz000719,15.77,8.52,105.61亿,2.94,37.00/33.24,7.14亿,0.35,5.03,644.13万,1.06亿,1.01%,3.31
sz000720,3.59,2.11,31.00亿,0.95,92.03/90.16,8.63亿,0.04,3.80,1888.35万,8.63亿,-,0.97
sz000721,9.57,3.52,26.40亿,1.37,178.44/288.77,4.99亿,0.01,3.86,3741.66万,4.36亿,1.61%,4.78
sz000722,8.95,5.80,38.11亿,4.95,24.10/23.67,4.64亿,0.23,1.66,865.68万,2.68亿,-,14.97
sz000723,14.38,5.02,19.07亿,1.60,51.72/145.67,2.79亿,-0.01,4.28,1098.93万,1.95亿,0.23%,1.64
sz000725,2.82,1.96,822.25亿,2.11,34.94/32.43,352.90亿,0.05,1.11,1.55亿,115.06亿,-,2.46
sz000726,10.74,6.91,89.84亿,6.39,8.99/8.48,9.56亿,0.50,1.47,724.24万,5.61亿,4.02%,1.38
sz000727,8.48,3.80,27.83亿,0.99,268.94/43.06,3.59亿,0.01,7.85,1985.14万,3.58亿,-,3.26
sz000728,13.91,7.93,252.39亿,8.18,38.00/25.88,19.64亿,0.31,1.57,5108.80万,19.64亿,0.76%,10.20
sz000729,8.28,5.28,187.90亿,4.31,27.61/25.57,28.09亿,0.21,1.55,1811.63万,24.99亿,1.19%,1.37
sz000731,14.17,6.17,43.71亿,4.70,25.67/-,5.91亿,-0.21,1.57,1370.27万,5.91亿,0.82%,0.89
sz000732,14.01,8.21,105.28亿,3.38,14.45/14.22,10.17亿,0.42,3.06,524.09万,10.16亿,-,1.70
sz000733,18.65,6.14,85.80亿,6.95,86.23/68.78,4.69亿,0.17,2.63,947.71万,3.58亿,0.11%,2.53
sz000735,8.79,4.88,62.23亿,1.92,219.49/87.06,8.80亿,0.03,3.68,2889.74万,8.80亿,0.29%,3.40
sz000736,9.60,6.10,25.02亿,5.70,41.52/39.40,2.97亿,0.28,1.48,481.89万,1.28亿,0.24%,3.54
sz000737,7.77,3.62,26.07亿,0.46,-/-,5.49亿,-0.16,10.34,988.96万,5.49亿,-,0.97
sz000738,18.00,9.18,187.89亿,3.91,92.40/87.67,11.46亿,0.09,4.19,1480.73万,11.46亿,0.12%,6.98
sz000739,15.26,5.18,82.37亿,1.89,49.22/26.97,10.60亿,0.26,4.11,1859.45万,7.54亿,0.13%,2.00
sz000748,27.05,6.00,100.95亿,3.47,106.20/91.46,3.76亿,0.07,7.75,422.54万,3.76亿,0.27%,5.51
sz000750,14.25,8.96,225.72亿,2.73,73.11/60.67,23.10亿,0.11,3.58,3305.39万,20.18亿,0.61%,11.86
sz000751,9.90,3.75,98.41亿,1.34,2.38/2.37,14.10亿,0.03,5.20,1.04亿,14.10亿,-,2.48
sz000752,14.45,9.19,29.17亿,2.93,22.50/2615.52,2.64亿,0.04,3.77,1238.72万,2.64亿,0.45%,6.92
sz000753,6.42,3.31,24.38亿,2.02,21.73/20.53,4.11亿,0.07,2.94,3271.67万,4.11亿,0.85%,0.69
sz000755,5.56,3.09,22.57亿,3.61,-/-,4.69亿,0.04,1.33,619.33万,4.69亿,-,0.38
sz000756,7.05,3.65,31.83亿,3.91,86.62/44.36,4.57亿,0.09,1.78,537.04万,3.07亿,0.29%,0.97
sz000757,7.10,4.00,30.03亿,1.15,54.54/125.98,4.52亿,0.03,5.78,948.51万,3.13亿,-,6.98
sz000758,15.68,9.15,113.93亿,4.38,139.18/108.35,9.85亿,0.05,2.64,2113.65万,9.02亿,0.09%,0.68
sz000759,9.50,5.04,58.70亿,4.31,34.37/37.05,6.81亿,0.15,2.00,348.17万,6.81亿,1.38%,0.35
sz000760,18.90,11.70,80.05亿,2.94,2347.03/2137.97,5.51亿,0.00,4.94,432.55万,2.37亿,-,11.82
sz000761,6.99,2.45,190.98亿,4.89,69.30/67.72,31.36亿,0.06,1.25,1215.76万,27.36亿,0.82%,0.48
sz000762,17.99,9.60,75.30亿,3.56,374.06/-,4.76亿,-0.04,4.44,2279.27万,4.76亿,0.13%,9.83
sz000766,7.11,4.53,31.66亿,1.48,773.57/379.62,4.49亿,0.02,4.77,740.06万,4.49亿,-,17.76
sz000767,4.59,2.66,75.73亿,2.13,16.63/13.28,22.54亿,0.08,1.58,2098.00万,15.73亿,-,0.73
sz000768,15.34,8.04,407.10亿,4.32,116.02/205.39,26.54亿,-0.03,3.55,3901.75万,23.40亿,0.10%,2.34
sz000776,15.02,9.50,628.04亿,5.95,22.33/20.09,59.19亿,0.28,1.78,4120.35万,59.19亿,1.86%,7.07
sz000777,21.50,10.32,62.31亿,2.71,96.92/89.88,3.83亿,0.09,6.01,1968.60万,3.83亿,0.61%,6.37
sz000778,6.86,3.58,162.49亿,4.43,15.76/14.39,36.43亿,0.14,1.01,3881.34万,36.42亿,2.29%,0.25
sz000779,10.96,6.62,19.76亿,1.40,-/-,1.86亿,-0.08,7.59,257.10万,1.60亿,-,7.52
sz000780,8.76,3.60,47.37亿,4.62,127.87/-,10.14亿,-0.04,1.01,1572.87万,10.14亿,0.32%,1.67
sz000782,6.55,3.11,25.93亿,2.43,248.22/-,4.05亿,-0.09,2.63,507.73万,3.53亿,0.64%,0.72
sz000783,10.77,4.49,285.50亿,2.69,28.38/24.17,47.42亿,0.14,2.24,1.96亿,47.42亿,4.13%,8.32
sz000785,7.74,4.71,19.29亿,3.38,45.43/57.43,2.51亿,0.12,2.27,442.13万,2.51亿,-,0.44
sz000786,21.97,13.42,103.30亿,7.69,11.41/10.19,5.75亿,0.73,2.34,815.40万,5.75亿,2.38%,1.29
sz000788,20.12,9.40,117.65亿,1.98,150.79/189.91,5.96亿,0.07,9.99,901.29万,5.59亿,0.06%,4.97
sz000789,11.80,7.49,40.81亿,5.43,9.31/7.31,4.09亿,0.62,1.84,613.79万,4.09亿,2.99%,0.63
sz000790,12.89,7.36,39.98亿,1.51,79.87/89.93,3.85亿,0.04,6.90,1382.66万,3.81亿,0.48%,6.29
sz000791,8.18,4.84,54.09亿,4.79,16.49/20.40,7.22亿,0.01,1.57,23.65万,1.15亿,1.34%,3.29
sz000792,30.11,14.24,289.95亿,10.56,27.56/43.95,15.91亿,0.27,1.73,1306.37万,6.93亿,0.37%,3.54
sz000793,16.15,7.51,246.79亿,2.69,46.83/27.62,18.42亿,0.33,4.97,2718.11万,13.59亿,0.30%,6.81
sz000795,11.73,7.11,37.45亿,0.60,-/-,3.43亿,-0.03,18.29,752.99万,2.77亿,-,4.52
sz000797,10.41,6.17,33.26亿,3.54,31.94/33.52,3.89亿,0.11,2.41,796.65万,3.34亿,0.59%,1.36
sz000798,10.17,5.71,29.84亿,2.55,54.94/46.18,3.19亿,-0.01,3.66,591.12万,3.19亿,0.58%,9.04
sz000799,29.04,10.32,47.67亿,5.30,-/-,3.25亿,-0.14,2.77,1718.95万,2.24亿,1.37%,9.78
sz000800,15.88,7.10,186.19亿,5.47,18.49/26.75,16.27亿,0.19,2.09,2566.56万,14.12亿,0.16%,0.59
sz000801,19.33,8.77,88.30亿,3.16,123.11/128.33,4.60亿,0.07,6.07,567.15万,4.60亿,-,3.35
sz000802,15.93,3.63,59.06亿,2.26,181.45/215.25,3.75亿,0.02,6.96,880.71万,3.75亿,0.14%,34.24
sz000803,14.73,6.24,18.28亿,1.16,429.69/94.11,1.28亿,0.01,12.28,234.31万,9026.93万,-,10.08
sz000806,6.60,2.53,45.80亿,1.12,375.01/285.87,6.99亿,-0.02,5.85,2008.29万,6.98亿,-,6.67
sz000809,15.70,7.39,80.72亿,6.34,11.38/12.54,5.50亿,0.06,2.32,632.61万,3.61亿,-,5.48
sz000810,20.55,9.12,26.31亿,3.72,707.07/-,1.30亿,-0.09,5.45,106.62万,1.30亿,0.10%,2.56
sz000812,7.79,3.52,30.20亿,1.90,41.67/41.06,4.47亿,0.07,3.55,3108.93万,4.46亿,0.88%,5.01
sz000813,10.76,6.26,43.66亿,2.46,166.30/75.39,4.67亿,0.03,3.79,614.91万,1.57亿,-,8.20
sz000816,5.85,3.50,69.38亿,2.33,75.89/122.35,14.19亿,0.03,2.09,1766.41万,10.89亿,0.21%,2.92
sz000818,4.00,2.55,26.86亿,2.83,-/-,6.80亿,0.04,1.40,1593.45万,4.14亿,-,0.95
sz000819,21.50,12.17,39.61亿,2.59,63.43/90.30,2.34亿,0.04,6.52,222.92万,2.34亿,0.29%,2.52
sz000821,9.92,3.24,30.62亿,3.07,300.68/187.02,3.45亿,-0.03,2.89,1958.41万,3.45亿,0.11%,3.77
sz000822,4.88,2.78,35.98亿,2.27,-/-,8.95亿,0.03,1.77,813.05万,8.95亿,-,0.73
sz000823,13.85,7.51,71.95亿,5.07,53.93/43.72,5.37亿,0.16,2.64,1843.14万,4.40亿,0.73%,1.98
sz000825,3.50,2.30,172.60亿,4.36,27.41/25.34,56.96亿,0.07,0.69,3140.02万,56.96亿,1.00%,0.17
sz000826,41.05,20.13,209.05亿,5.55,35.70/30.98,8.44亿,0.37,4.46,1148.36万,8.13亿,0.40%,6.32
sz000828,6.36,3.88,63.10亿,3.55,15.77/13.85,10.40亿,0.25,1.71,821.41万,10.40亿,2.88%,7.78
sz000829,11.75,3.68,95.64亿,2.51,347.96/35.55,9.47亿,0.20,4.02,2437.11万,9.47亿,-,0.28
sz000830,5.17,3.35,58.45亿,3.95,19.11/23.81,14.65亿,0.12,1.01,1975.50万,14.64亿,-,0.50
sz000831,28.95,13.73,241.89亿,2.66,107.89/140.70,9.81亿,-0.04,9.28,1852.08万,7.44亿,-,16.48
sz000833,9.48,4.82,26.20亿,2.72,-/-,2.96亿,-0.05,3.26,399.71万,2.96亿,-,2.40
sz000836,7.30,4.78,18.98亿,2.39,137.90/-,2.92亿,-0.20,2.71,546.30万,2.92亿,0.47%,1.66
sz000837,9.91,5.10,33.72亿,3.06,-/-,3.49亿,-0.04,3.16,844.93万,3.49亿,-,2.03
sz000838,10.94,5.86,18.55亿,2.29,31.06/15.65,1.81亿,0.27,4.47,322.72万,1.81亿,0.97%,2.43
sz000839,8.76,5.43,132.49亿,3.65,101.52/99.57,15.68亿,0.05,2.31,2935.79万,15.68亿,1.21%,5.80
sz000848,30.40,15.68,114.27亿,2.26,34.22/29.27,5.02亿,0.53,10.08,418.88万,5.02亿,1.53%,4.25
sz000850,6.08,4.09,48.69亿,2.82,25.68/118.97,9.44亿,0.03,1.83,979.26万,9.43亿,0.96%,2.46
sz000851,17.61,6.47,72.75亿,4.19,139.43/175.38,5.16亿,0.03,3.37,2703.86万,4.84亿,0.43%,1.11
sz000856,9.18,4.40,18.95亿,2.20,221.73/203.36,2.27亿,-0.10,3.80,933.10万,1.32亿,-,1.30
sz000858,24.74,14.33,728.07亿,9.86,9.13/11.77,37.96亿,1.05,1.94,1991.18万,37.96亿,3.66%,3.48
sz000859,7.03,3.25,35.44亿,2.43,-/-,5.69亿,0.00,2.57,995.66万,4.20亿,-,2.75
sz000860,17.75,9.77,90.32亿,8.70,45.70/30.24,5.71亿,0.56,1.82,813.53万,4.39亿,0.63%,0.90
sz000861,13.45,8.69,75.78亿,4.66,19.06/21.24,5.92亿,0.22,2.75,407.44万,2.00亿,0.32%,3.57
sz000862,8.49,5.64,22.84亿,0.59,-/-,2.83亿,-0.06,13.79,801.51万,2.83亿,-,2.31
sz000863,7.08,5.23,46.91亿,2.54,9.77/10.44,7.39亿,0.05,2.50,616.59万,1.75亿,-,1.46
sz000868,6.00,3.45,38.26亿,1.76,-/-,6.96亿,0.02,3.13,2217.45万,6.96亿,1.09%,1.03
sz000869,46.12,23.47,218.80亿,9.99,20.87/23.14,6.85亿,0.93,3.20,378.18万,4.53亿,1.59%,5.26
sz000875,3.50,2.42,50.39亿,2.53,118.23/-,14.61亿,-0.06,1.36,1528.92万,6.60亿,-,1.11
sz000876,15.40,8.81,293.24亿,6.50,15.45/14.66,20.84亿,0.55,2.16,791.88万,10.74亿,1.77%,0.42
sz000877,9.11,5.31,58.26亿,7.46,20.79/32.75,8.80亿,-0.02,0.89,1676.53万,8.80亿,1.51%,0.79
sz000878,14.36,6.79,151.41亿,3.82,-/-,14.16亿,0.01,2.80,2163.17万,14.16亿,-,0.24
sz000880,12.35,6.23,33.79亿,4.49,86.10/81.72,2.76亿,0.12,2.72,275.54万,1.35亿,0.41%,1.24
sz000881,8.15,5.52,23.91亿,5.27,22.07/25.91,3.09亿,0.16,1.47,1066.53万,3.08亿,1.32%,1.05
sz000882,3.80,2.28,79.03亿,2.66,120.26/111.42,22.26亿,0.02,1.34,2336.81万,10.72亿,0.67%,6.64
sz000883,7.60,4.41,200.58亿,3.93,21.25/23.10,26.74亿,0.19,1.91,3003.36万,26.73亿,2.55%,1.83
sz000885,11.13,5.24,34.66亿,4.36,52.22/33.68,4.75亿,0.15,1.67,410.33万,4.27亿,0.28%,0.83
sz000886,5.20,3.01,42.03亿,2.76,30.96/41.53,9.89亿,0.04,1.54,1170.44万,9.63亿,1.20%,10.82
sz000887,15.46,6.07,134.75亿,2.37,34.69/32.86,11.15亿,0.26,5.09,1558.77万,11.14亿,0.33%,3.17
sz000888,24.20,13.61,51.90亿,6.18,45.45/37.46,2.63亿,0.20,3.19,103.92万,2.16亿,0.41%,5.88
sz000889,9.24,4.61,38.23亿,2.71,41.15/39.68,4.46亿,0.14,3.17,1808.65万,3.38亿,0.48%,1.98
sz000890,5.56,3.30,20.88亿,2.72,326.24/386.41,3.80亿,0.01,2.02,673.94万,3.80亿,0.37%,1.33
sz000893,18.30,11.40,50.10亿,1.73,34.42/-,4.08亿,-0.84,7.11,546.18万,3.88亿,1.20%,0.45
sz000895,83.40,31.35,797.71亿,6.12,20.68/18.27,22.01亿,1.00,5.92,755.04万,12.12亿,3.97%,1.77
sz000897,7.13,1.99,95.10亿,0.81,-/-,16.17亿,0.01,7.22,4981.41万,16.17亿,-,3.39
sz000898,3.69,2.50,255.39亿,6.56,33.17/39.60,72.35亿,0.08,0.54,2128.79万,61.49亿,0.77%,0.33
sz000899,6.84,4.43,35.31亿,2.90,8.01/8.23,6.47亿,0.27,1.88,655.82万,5.55亿,1.87%,1.26
sz000900,9.31,4.50,53.23亿,6.10,9.86/11.90,10.12亿,0.17,0.86,962.83万,10.11亿,1.91%,2.91
sz000901,29.58,10.11,70.15亿,3.38,147.15/147.30,2.50亿,0.07,8.29,2168.29万,2.50亿,0.07%,4.87
sz000902,11.64,7.10,68.06亿,4.01,-/25.22,6.02亿,0.46,2.82,667.52万,2.58亿,-,3.44
sz000903,6.07,4.01,40.78亿,4.12,27.67/26.61,6.81亿,0.13,1.45,1734.62万,6.81亿,1.18%,1.64
sz000905,10.37,4.40,53.90亿,4.41,16.37/16.32,5.31亿,0.17,2.30,1815.90万,5.31亿,0.68%,0.95
sz000906,18.59,4.30,55.74亿,3.24,79.62/65.24,3.31亿,0.15,5.20,1078.78万,3.31亿,0.30%,0.25
sz000908,15.44,6.39,42.53亿,-0.04,1262.42/-,2.80亿,-0.05,620.45,295.27万,2.80亿,-,29.03
sz000909,10.14,4.08,29.02亿,2.40,89.10/79.85,2.94亿,0.08,4.12,649.92万,2.94亿,-,2.16
sz000910,7.36,4.50,37.98亿,4.79,29.12/26.21,5.28亿,0.09,1.50,753.27万,5.28亿,0.69%,0.45
sz000911,10.26,5.63,28.89亿,4.51,58.52/24.76,2.87亿,-0.18,2.23,622.06万,2.87亿,-,0.75
sz000912,6.38,3.88,30.89亿,2.94,-/-,5.85亿,-0.37,1.80,1201.13万,2.67亿,-,0.80
sz000913,7.34,4.27,32.02亿,4.81,236.44/-,4.54亿,-0.12,1.47,684.43万,4.53亿,1.42%,1.08
sz000915,37.43,19.01,47.91亿,4.58,31.26/32.16,1.80亿,0.42,5.80,397.22万,1.79亿,0.37%,4.05
sz000916,5.37,2.50,51.56亿,3.80,19.12/16.67,10.90亿,0.15,1.25,717.51万,9.20亿,1.66%,7.66
sz000917,20.33,9.68,242.54亿,6.87,50.15/54.76,14.18亿,0.16,2.49,2518.05万,7.00亿,0.23%,4.64
sz000918,3.53,2.35,54.49亿,2.31,95.33/-,18.04亿,-0.07,1.31,644.61万,18.04亿,0.84%,0.47
sz000919,14.79,5.95,70.26亿,4.43,45.07/38.34,5.04亿,0.22,3.15,837.72万,2.75亿,1.14%,2.60
sz000920,12.84,6.03,53.72亿,2.53,82.44/82.48,4.22亿,0.05,5.02,476.93万,4.22亿,-,2.25
sz000921,13.30,6.80,125.39亿,2.50,10.12/10.98,13.58亿,0.45,3.69,614.29万,8.97亿,-,0.46
sz000922,17.68,5.68,88.21亿,3.15,52.04/44.84,5.24亿,0.19,5.35,2164.22万,2.98亿,0.22%,2.98
sz000923,10.00,4.40,18.16亿,2.63,442.77/546.08,1.98亿,0.01,3.48,691.97万,1.98亿,0.11%,5.44
sz000925,19.98,7.45,59.67亿,2.99,-/-,3.08亿,-0.07,6.49,449.11万,3.01亿,-,3.66
sz000926,8.68,6.20,50.08亿,9.65,7.45/8.06,7.12亿,0.32,0.73,1059.28万,5.29亿,2.85%,0.60
sz000927,5.63,3.17,79.44亿,1.72,-/-,15.95亿,-0.27,2.90,1734.66万,15.95亿,0.20%,1.94
sz000928,11.69,7.56,27.33亿,0.49,-/-,2.83亿,-0.84,19.91,308.33万,2.83亿,-,1.96
sz000929,9.94,5.70,18.35亿,3.35,72.38/65.56,1.86亿,0.08,2.95,358.18万,1.86亿,0.31%,2.16
sz000930,5.50,3.61,51.69亿,2.99,101.92/162.59,9.64亿,0.03,1.80,3532.90万,9.64亿,0.37%,0.74
sz000931,7.59,4.25,41.64亿,0.86,-/-,6.75亿,-0.06,7.20,1392.74万,5.06亿,-,1.22
sz000932,2.42,1.52,70.26亿,3.37,66.42/13.82,30.16亿,0.01,0.69,2094.19万,30.15亿,-,0.11
sz000933,7.37,3.34,83.24亿,3.70,71.17/-,19.01亿,-0.19,1.18,2861.17万,19.00亿,0.18%,0.37
sz000935,8.29,4.97,39.85亿,3.30,58.20/45.96,6.16亿,0.04,1.96,1033.37万,1.89亿,-,1.90
sz000936,4.99,3.18,35.90亿,2.38,80.11/78.37,7.48亿,0.02,2.02,811.04万,7.48亿,0.86%,1.64
sz000937,14.09,5.46,187.82亿,5.64,15.86/42.16,27.18亿,0.02,1.22,2623.46万,21.94亿,1.42%,0.87
sz000938,35.39,10.97,64.40亿,7.98,63.80/55.94,2.06亿,0.19,3.92,853.00万,2.06亿,0.16%,0.67
sz000948,15.33,5.88,34.87亿,5.51,367.92/193.51,2.47亿,-0.16,2.56,986.40万,2.31亿,0.14%,1.69
sz000949,3.71,2.21,37.19亿,1.73,122.65/52.39,10.27亿,0.05,2.10,1592.25万,8.28亿,-,1.19
sz000950,5.29,3.49,28.20亿,3.74,387.53/-,5.99亿,-0.33,1.26,686.63万,5.99亿,3.19%,0.85
sz000951,15.73,8.10,64.68亿,10.15,16.99/13.49,4.19亿,0.68,1.52,480.08万,4.19亿,1.74%,0.28
sz000952,15.47,5.82,37.96亿,2.76,1567.20/-,2.52亿,-0.09,5.47,1126.77万,2.52亿,-,7.37
sz000953,6.93,3.96,19.64亿,1.19,65.57/-,2.94亿,-0.37,5.61,410.39万,2.94亿,-,3.18
sz000955,5.67,3.02,29.18亿,1.23,-/-,5.38亿,-0.02,4.42,724.83万,4.99亿,-,11.23
sz000957,14.96,4.68,31.67亿,4.14,30.31/11.99,2.39亿,0.86,3.21,669.59万,2.38亿,0.60%,0.98
sz000958,14.50,3.75,65.50亿,1.72,9.80/8.98,4.83亿,0.25,7.87,1543.98万,2.19亿,-,10.02
sz000959,3.66,1.88,190.42亿,3.93,-/386.95,52.89亿,0.00,0.92,2259.69万,12.06亿,-,2.36
sz000960,19.87,9.51,191.10亿,6.28,-/-,11.51亿,0.15,2.64,2596.70万,11.51亿,0.12%,0.85
sz000961,11.82,5.70,96.11亿,6.99,7.95/7.75,11.68亿,0.44,1.18,866.64万,11.64亿,1.44%,0.48
sz000962,14.98,8.25,53.38亿,5.32,1507.61/-,4.41亿,-0.18,2.28,1026.54万,4.41亿,0.25%,1.66
sz000963,59.21,36.00,241.99亿,6.13,42.09/38.33,4.34亿,0.90,9.10,123.32万,2.80亿,1.25%,1.38
sz000965,7.45,4.44,70.42亿,4.09,42.10/30.19,10.09亿,0.19,1.70,704.37万,6.92亿,0.31%,10.18
sz000966,7.65,4.41,42.06亿,3.59,14.37/10.96,5.54亿,0.58,2.11,815.51万,5.54亿,-,0.57
sz000968,12.72,6.75,41.51亿,4.84,91.27/-,5.14亿,-0.61,1.67,928.11万,5.14亿,0.13%,2.15
sz000969,11.57,6.40,90.42亿,3.79,143.61/207.51,8.63亿,0.01,2.76,1751.90万,8.61亿,0.19%,2.27
sz000970,35.50,11.25,177.68亿,3.36,52.11/55.04,10.65亿,0.15,4.97,4315.69万,10.64亿,0.62%,4.52
sz000971,8.90,4.80,21.42亿,0.05,-/-,2.43亿,-0.04,192.78,200.96万,2.43亿,-,25.67
sz000972,4.70,2.86,34.94亿,1.14,-/-,7.71亿,-0.04,3.98,1826.55万,7.71亿,-,6.18
sz000975,12.15,7.41,122.56亿,3.30,26.29/35.94,10.86亿,0.07,3.42,866.15万,6.17亿,1.75%,16.15
sz000977,58.78,18.68,201.93亿,4.40,139.63/106.35,4.80亿,0.22,9.56,1919.44万,4.30亿,0.19%,3.98
sz000978,7.72,5.59,27.76亿,3.86,260.79/-,3.60亿,-0.09,2.00,595.57万,3.60亿,0.67%,6.12
sz000979,10.36,2.89,83.26亿,1.52,38.08/15.50,19.23亿,0.29,2.84,6088.58万,19.21亿,5.34%,3.13
sz000980,7.87,3.96,38.50亿,3.80,98.71/98.28,5.28亿,0.06,1.92,1525.47万,3.17亿,0.21%,4.22
sz000981,10.12,6.40,82.03亿,5.26,12.90/11.59,8.59亿,0.31,1.81,527.68万,8.58亿,1.24%,1.48
sz000983,12.62,4.98,192.54亿,5.26,18.23/36.00,31.51亿,0.12,1.16,3104.21万,31.51亿,0.16%,0.74
sz000985,15.84,8.74,20.39亿,3.91,197.84/71.57,1.30亿,0.14,4.02,215.48万,1.30亿,0.32%,1.43
sz000988,11.64,5.21,99.45亿,3.03,188.27/116.92,8.91亿,0.06,3.68,2808.55万,8.91亿,0.09%,4.88
sz000989,15.70,10.50,44.05亿,4.82,19.59/18.96,2.98亿,0.24,3.07,631.43万,2.98亿,4.03%,3.50
sz000990,16.43,7.16,46.99亿,5.56,90.56/100.76,2.97亿,0.04,2.85,202.97万,2.97亿,0.19%,1.27
sz000993,10.80,5.88,28.98亿,4.42,47.13/52.51,3.73亿,0.13,1.76,587.49万,3.73亿,0.84%,2.12
sz000995,11.64,6.46,18.75亿,0.86,-/-,1.77亿,-0.03,12.34,324.22万,1.77亿,-,18.31
sz000996,22.85,11.51,40.53亿,2.47,220.29/225.14,2.30亿,0.03,7.13,702.21万,2.30亿,0.17%,11.28
sz000997,25.97,10.02,106.80亿,3.34,48.47/40.42,5.10亿,0.20,6.28,1194.12万,5.08亿,0.24%,5.35
sz000999,32.90,18.00,201.26亿,6.91,17.04/16.76,9.79亿,0.63,2.97,862.05万,9.78亿,1.25%,2.61
sz001696,8.33,3.92,90.57亿,2.72,29.51/25.97,11.45亿,0.17,2.90,3507.15万,8.92亿,0.38%,2.07
sz001896,8.47,4.04,52.80亿,1.80,18.13/13.50,6.23亿,0.33,4.71,389.39万,4.30亿,-,1.37
sz002001,23.23,11.70,161.92亿,6.21,18.36/15.88,10.89亿,0.50,2.40,1216.57万,10.73亿,3.34%,3.74
sz002002,12.34,7.63,85.92亿,3.06,29.06/27.59,8.50亿,0.15,3.30,696.34万,2.34亿,-,3.50
sz002003,12.81,7.40,30.50亿,4.85,14.58/13.70,3.37亿,0.31,1.87,379.89万,2.90亿,9.01%,1.68
sz002004,21.89,12.39,133.11亿,8.26,44.01/35.44,6.76亿,0.39,2.39,580.41万,4.32亿,1.53%,2.71
sz002007,31.56,20.81,161.14亿,5.39,33.90/30.41,5.81亿,0.49,5.15,642.05万,5.76亿,1.45%,14.07
sz002008,20.65,9.80,203.02亿,3.49,36.99/33.55,10.56亿,0.23,5.51,2560.68万,9.56亿,0.99%,4.67
