Name,52周最高,52周最低,总市值,每股净资产,市盈率,总股本,每股收益,市净率,30日均量,流通股本,股息率,市销率
sz002184,16.56,4.42,35.20亿,3.29,113.82/68.01,2.20亿,0.05,4.86,406.82万,1.33亿,0.63%,2.28
sz002185,13.92,4.65,82.14亿,2.99,41.24/34.73,6.62亿,0.21,4.14,1556.70万,6.63亿,0.39%,2.88
sz002186,36.18,13.48,64.81亿,2.96,58.88/57.54,3.08亿,0.23,7.09,232.77万,2.81亿,1.05%,3.36
sz002187,10.22,6.15,34.11亿,6.62,15.35/14.80,3.42亿,0.35,1.50,437.29万,3.36亿,3.00%,0.45
sz002188,13.42,7.00,20.94亿,2.02,266.38/143.81,1.56亿,-0.04,6.63,372.79万,1.43亿,-,14.17
sz002189,14.25,5.86,28.07亿,2.51,270.48/151.81,1.99亿,0.01,5.62,562.96万,1.99亿,0.11%,4.15
sz002190,72.18,11.74,206.73亿,4.59,455.87/918.80,3.45亿,-0.01,13.05,2374.47万,3.45亿,0.08%,27.88
sz002191,20.74,7.80,101.58亿,4.86,21.31/18.84,6.57亿,0.50,3.18,1628.46万,6.42亿,0.64%,4.59
sz002192,29.73,12.24,36.46亿,2.26,-/-,1.42亿,-0.30,11.35,499.79万,1.02亿,-,4.45
sz002193,12.11,6.35,19.09亿,4.26,797.14/200.13,1.60亿,0.06,2.80,275.91万,1.60亿,0.08%,3.22
sz002194,13.88,5.83,72.21亿,3.49,148.00/83.79,5.56亿,0.09,3.72,711.89万,3.10亿,0.76%,4.78
sz002195,56.86,8.92,50.41亿,4.10,171.04/137.41,1.13亿,0.23,10.84,146.33万,8208.47万,0.23%,11.73
sz002196,17.10,7.88,24.33亿,4.05,447.47/641.36,1.49亿,0.02,4.02,293.76万,8880.00万,0.61%,4.69
sz002197,20.86,6.50,44.46亿,4.14,80.66/78.59,2.61亿,0.06,4.11,717.89万,1.47亿,0.37%,5.38
sz002198,24.37,8.14,52.93亿,1.62,37.95/32.31,5.08亿,0.06,6.44,1034.52万,3.26亿,0.77%,12.36
sz002199,17.47,5.06,32.99亿,2.24,103.42/-,2.43亿,-0.18,6.06,1110.87万,1.41亿,-,13.71
sz002200,18.20,12.06,29.28亿,4.37,184.48/99.63,1.84亿,0.02,3.64,229.01万,1.08亿,-,5.49
sz002201,11.89,5.32,20.46亿,2.40,1164.46/-,1.76亿,0.01,4.84,300.75万,1.67亿,0.09%,3.16
sz002202,12.08,4.97,316.88亿,4.99,74.10/47.60,26.95亿,0.12,2.36,3420.42万,21.39亿,0.69%,2.32
sz002204,19.16,5.34,120.61亿,6.74,35.01/42.10,9.66亿,0.02,1.85,3516.90万,6.49亿,0.37%,1.46
sz002205,16.46,9.42,19.04亿,8.04,26.89/21.06,1.16亿,0.21,2.04,377.36万,1.16亿,1.23%,1.74
sz002206,8.28,4.50,36.70亿,4.43,36.28/25.87,4.48亿,0.20,1.85,756.28万,3.36亿,2.73%,1.61
sz002207,26.68,11.20,37.53亿,2.40,371.50/975.30,2.39亿,-0.03,6.55,869.30万,1.76亿,0.31%,10.20
sz002208,7.95,4.61,24.46亿,4.24,15.48/14.79,3.20亿,0.13,1.80,475.88万,3.17亿,1.34%,1.37
sz002209,9.89,4.67,18.67亿,3.31,91.54/99.96,1.95亿,0.04,2.89,270.21万,1.27亿,0.21%,1.90
sz002210,17.06,4.64,67.19亿,1.92,60.68/48.08,3.98亿,0.22,8.78,333.79万,3.85亿,0.59%,0.20
sz002211,8.28,3.67,34.64亿,1.89,-/-,4.32亿,0.01,4.24,819.99万,2.78亿,-,4.20
sz002212,8.16,3.61,38.27亿,3.38,76.77/73.54,5.10亿,0.05,2.22,2469.74万,2.90亿,0.21%,1.82
sz002213,14.61,5.80,27.34亿,1.64,98.94/102.65,2.06亿,0.04,8.11,437.20万,1.26亿,0.39%,8.24
sz002214,23.00,8.25,50.20亿,3.93,148.22/116.95,2.29亿,0.09,5.57,349.08万,1.42亿,0.46%,17.91
sz002215,12.28,5.85,64.05亿,2.24,35.58/26.63,7.05亿,0.29,4.06,760.29万,5.16亿,2.27%,3.04
sz002216,30.18,13.01,76.56亿,4.57,64.81/103.14,4.02亿,0.17,4.16,190.37万,2.79亿,0.26%,1.94
sz002217,8.68,3.61,89.62亿,1.67,-/211.44,10.78亿,0.10,4.99,508.43万,2.60亿,-,4.45
sz002218,11.60,5.34,54.07亿,2.97,416.53/364.43,4.90亿,0.02,3.71,624.08万,4.80亿,-,4.87
sz002219,38.50,14.20,138.43亿,1.49,81.51/61.50,6.16亿,0.26,15.10,496.98万,6.04亿,0.45%,22.20
sz002220,8.10,6.01,34.25亿,3.68,25.67/24.96,4.65亿,0.16,2.00,464.88万,3.89亿,1.38%,2.18
sz002221,20.46,8.80,86.89亿,3.99,69.49/63.16,6.92亿,0.06,3.15,606.66万,4.47亿,0.16%,0.70
sz002222,12.05,5.55,31.95亿,2.20,81.43/73.25,2.85亿,0.10,5.09,1380.27万,2.76亿,0.91%,16.53
sz002223,32.40,15.60,154.64亿,3.10,59.93/52.69,5.32亿,0.36,9.40,441.69万,4.46亿,0.34%,9.55
sz002224,17.80,5.07,46.35亿,1.68,31.39/27.33,6.55亿,0.12,4.22,1664.14万,4.45亿,1.41%,4.95
sz002227,40.54,14.95,53.15亿,3.10,103.38/95.25,2.19亿,0.04,7.84,412.10万,2.17亿,0.41%,13.95
sz002228,11.69,4.55,38.64亿,2.89,40.82/34.30,3.48亿,0.19,3.84,472.45万,3.48亿,0.44%,1.50
sz002229,26.00,5.60,58.65亿,2.86,119.48/142.72,2.98亿,0.06,6.88,1101.12万,1.85亿,0.20%,8.74
sz002230,63.30,21.60,225.78亿,4.27,80.93/72.07,8.02亿,0.15,6.60,1463.83万,5.87亿,1.22%,17.10
sz002231,9.95,4.66,33.86亿,1.76,-/-,3.57亿,-0.05,5.40,1075.14万,2.04亿,-,9.51
sz002232,11.65,5.50,43.59亿,2.44,572.67/624.54,4.09亿,0.00,4.37,1030.98万,3.98亿,0.02%,3.17
sz002233,8.17,5.23,64.86亿,4.44,16.20/9.84,8.95亿,0.40,1.63,1003.72万,5.56亿,2.48%,1.54
sz002234,12.99,6.48,29.54亿,3.78,-/-,3.02亿,0.04,2.59,355.03万,2.07亿,-,2.86
sz002235,21.55,6.20,34.11亿,2.32,355.23/397.20,1.95亿,0.03,7.55,1058.92万,1.28亿,1.49%,6.20
sz002236,70.72,21.16,319.22亿,4.33,28.23/25.52,11.71亿,0.44,6.30,2585.64万,6.60亿,0.36%,4.96
sz002237,21.28,12.26,66.37亿,7.58,28.39/28.62,4.55亿,0.30,1.92,1027.34万,4.00亿,-,0.53
sz002238,16.17,9.72,46.07亿,5.03,32.17/31.85,3.20亿,0.24,2.86,436.69万,3.20亿,0.69%,5.07
sz002240,29.84,4.54,118.46亿,3.21,1236.73/1288.46,4.91亿,0.01,7.52,1155.00万,3.57亿,-,6.70
sz002241,71.34,23.33,426.64亿,4.47,32.65/29.75,15.26亿,0.40,6.25,1804.42万,12.10亿,0.35%,3.96
sz002242,16.11,5.36,83.63亿,3.73,17.80/16.92,7.61亿,0.37,2.94,1059.08万,7.61亿,4.63%,1.50
sz002243,8.75,5.40,29.82亿,4.05,48.82/103.85,3.65亿,0.00,2.02,620.73万,3.10亿,0.38%,2.62
sz002244,9.83,5.52,89.10亿,5.61,6.32/9.60,13.52亿,0.33,1.18,1287.86万,11.48亿,1.67%,0.92
sz002245,11.38,4.72,48.17亿,2.98,51.72/41.30,4.42亿,0.17,3.66,755.36万,3.35亿,0.73%,3.36
sz002246,11.25,5.50,43.23亿,2.58,89.10/57.61,4.14亿,0.07,4.05,3619.63万,4.14亿,0.84%,1.92
sz002247,23.49,7.10,28.08亿,3.57,34.64/32.51,2.58亿,0.14,3.05,549.75万,2.21亿,0.92%,3.45
sz002248,8.70,5.31,25.37亿,3.29,-/-,3.07亿,-0.15,2.51,304.39万,2.03亿,-,7.23
sz002249,15.80,6.57,105.90亿,3.60,49.16/42.74,7.16亿,0.19,4.11,407.32万,4.19亿,1.39%,2.84
sz002250,26.28,13.45,132.64亿,3.74,29.50/26.71,8.00亿,0.30,4.43,456.47万,5.36亿,0.76%,3.42
sz002251,25.50,10.10,79.30亿,5.55,19.09/17.70,5.97亿,0.46,2.39,884.49万,5.44亿,3.74%,0.66
sz002253,33.48,12.91,38.68亿,5.81,56.55/60.78,1.39亿,0.09,4.78,230.58万,1.26亿,0.72%,15.72
sz002254,11.23,5.88,55.89亿,3.56,66.32/40.94,5.09亿,0.18,3.09,1500.80万,5.09亿,-,3.17
sz002255,20.88,10.35,33.23亿,5.93,32.39/51.57,2.58亿,0.18,2.17,612.95万,1.99亿,0.39%,2.23
sz002256,10.99,4.54,33.85亿,1.70,56.00/48.64,3.15亿,0.13,6.33,787.89万,3.13亿,0.32%,6.24
sz002258,16.75,10.70,29.39亿,5.62,28.24/27.41,2.02亿,0.36,2.58,292.17万,2.01亿,0.69%,2.10
sz002259,8.23,3.30,41.24亿,1.29,346.33/258.95,6.43亿,0.01,4.97,1299.51万,6.07亿,0.15%,4.95
sz002260,29.70,5.80,44.69亿,1.94,222.72/4880.36,1.56亿,-0.10,14.77,144.96万,1.56亿,0.35%,6.93
sz002261,35.68,7.92,97.99亿,2.09,247.61/176.43,4.03亿,0.09,11.62,1912.15万,2.61亿,0.20%,15.95
sz002262,34.23,20.33,102.01亿,2.40,57.88/50.71,3.93亿,0.31,10.81,163.57万,3.29亿,0.21%,4.34
sz002263,7.55,4.72,50.18亿,3.25,336.27/266.35,7.69亿,-0.01,2.01,2588.36万,7.49亿,-,6.21
sz002264,9.42,4.61,43.27亿,2.00,-/-,5.42亿,0.09,3.99,954.01万,5.06亿,0.75%,0.60
sz002265,10.98,5.01,30.59亿,1.75,521.97/512.97,2.91亿,0.01,6.01,474.35万,2.84亿,-,7.68
sz002266,16.98,6.14,122.07亿,1.50,133.47/168.39,15.22亿,0.03,5.34,3580.52万,10.21亿,0.64%,15.15
sz002267,12.33,8.38,106.77亿,3.24,31.61/26.05,10.17亿,0.28,3.24,649.40万,9.97亿,1.43%,2.36
sz002268,46.00,10.63,78.53亿,3.23,202.08/189.48,1.73亿,-0.01,14.06,251.89万,1.68亿,0.02%,15.22
sz002269,16.62,8.08,98.77亿,3.70,24.36/27.30,10.11亿,0.18,2.64,1074.37万,10.05亿,2.86%,1.39
sz002270,10.50,4.91,19.27亿,3.06,103.89/120.67,1.89亿,0.03,3.33,508.32万,1.31亿,0.51%,5.41
sz002271,30.48,13.88,111.79亿,4.48,30.74/22.78,4.17亿,0.62,5.98,304.95万,2.16亿,0.75%,2.41
sz002272,6.73,4.30,25.69亿,2.90,-/-,4.20亿,0.01,2.11,1103.68万,3.06亿,0.25%,2.87
sz002273,41.43,15.30,81.80亿,3.52,71.49/58.46,3.87亿,0.22,6.01,1879.63万,3.40亿,0.45%,11.02
sz002274,11.43,5.63,38.84亿,3.72,294.43/82.61,5.00亿,-0.03,2.09,2275.25万,4.91亿,0.66%,0.82
sz002275,19.10,13.60,106.77亿,3.58,25.40/24.33,5.90亿,0.40,5.05,299.03万,5.25亿,3.03%,7.23
sz002276,9.10,4.02,80.44亿,2.74,36.56/35.58,9.40亿,0.10,3.13,1606.00万,8.07亿,0.58%,1.59
sz002277,17.91,6.97,94.36亿,5.14,22.93/24.69,5.62亿,0.48,3.27,4211.98万,5.64亿,0.56%,1.70
sz002278,13.69,7.91,37.85亿,3.68,73.48/68.78,3.16亿,0.11,3.25,753.72万,1.99亿,1.27%,5.16
sz002279,26.48,6.70,39.94亿,3.81,67.20/52.98,1.76亿,-0.04,5.96,-,1.51亿,0.87%,12.22
sz002280,39.77,8.22,38.71亿,3.55,-/-,1.07亿,-0.03,10.20,298.26万,5785.61万,1.10%,13.13
sz002281,40.75,18.50,70.41亿,9.26,43.06/41.95,1.86亿,0.52,4.09,234.59万,1.60亿,0.66%,3.05
sz002282,11.36,6.00,24.91亿,3.50,154.38/649.23,2.25亿,0.08,3.16,460.64万,1.20亿,0.45%,4.33
sz002283,8.73,4.49,46.04亿,5.60,45.55/37.95,5.59亿,0.13,1.47,1741.07万,5.59亿,0.27%,2.72
sz002284,18.17,5.84,46.27亿,4.44,33.76/29.56,2.87亿,0.33,3.63,1113.82万,2.61亿,0.61%,1.54
sz002285,22.28,7.44,89.74亿,2.37,28.20/25.30,7.64亿,0.18,4.97,1163.80万,7.64亿,0.82%,3.19
sz002286,20.39,6.69,34.12亿,3.93,81.37/80.84,3.69亿,0.07,2.35,921.51万,2.43亿,0.54%,3.52
sz002287,25.10,15.30,91.35亿,3.44,42.81/39.83,4.06亿,0.32,6.54,168.57万,4.06亿,1.54%,10.20
sz002288,11.10,6.53,41.80亿,2.99,90.71/88.79,3.96亿,0.07,3.54,1252.89万,2.95亿,0.19%,4.03
sz002289,23.45,13.45,32.82亿,9.59,406.93/142.96,1.62亿,0.12,2.12,631.34万,9588.88万,-,1.54
sz002290,15.39,6.36,31.20亿,4.67,103.97/106.04,2.11亿,0.10,3.17,286.81万,1.34亿,0.34%,2.81
sz002292,43.28,13.19,225.74亿,3.27,97.79/72.54,6.25亿,0.28,11.05,449.13万,3.21亿,0.28%,11.64
sz002293,48.66,15.40,62.49亿,7.78,18.81/17.73,2.81亿,0.56,2.86,200.89万,2.80亿,1.62%,2.38
sz002294,60.39,25.88,205.80亿,4.94,24.78/22.06,6.54亿,0.76,6.37,351.12万,2.87亿,1.91%,7.98
sz002295,9.70,5.00,20.12亿,3.86,562.44/-,2.12亿,-0.12,2.46,321.40万,1.81亿,-,0.82
sz002296,33.33,13.09,72.50亿,5.92,102.98/86.44,2.22亿,0.11,5.52,268.51万,1.01亿,0.88%,17.02
sz002297,14.34,7.44,54.84亿,2.84,-/-,3.99亿,0.01,4.85,685.16万,2.12亿,0.24%,15.43
sz002298,10.90,6.42,34.35亿,3.07,39.26/105.51,4.14亿,0.02,2.70,1119.65万,3.49亿,0.43%,3.82
sz002299,16.25,7.73,136.00亿,3.46,-/238.32,9.11亿,0.05,4.32,467.22万,8.99亿,-,2.36
sz002300,10.05,5.36,31.84亿,2.39,22.97/23.72,4.52亿,0.10,2.94,771.23万,4.52亿,5.73%,0.97
sz002302,17.30,8.41,62.14亿,6.59,15.26/19.73,5.16亿,0.03,1.83,373.77万,2.71亿,0.85%,0.65
sz002304,78.61,36.81,718.19亿,16.79,11.67/15.71,10.76亿,2.65,3.97,220.27万,8.79亿,3.00%,5.05
sz002305,10.02,5.57,64.95亿,2.82,12.01/12.01,9.66亿,0.12,2.38,512.41万,6.60亿,1.79%,4.19
sz002306,10.01,2.98,80.08亿,0.35,-/-,8.00亿,-0.01,28.81,1161.57万,6.55亿,0.88%,8.55
sz002307,7.72,4.60,40.07亿,2.33,168.27/180.03,5.57亿,0.04,3.09,2083.58万,5.57亿,-,0.79
sz002308,15.37,6.15,74.45亿,2.41,24.67/38.73,8.36亿,0.04,3.70,1391.90万,8.36亿,2.26%,8.51
sz002309,23.17,10.09,123.77亿,6.98,71.37/33.77,5.68亿,0.06,3.12,536.66万,2.72亿,0.46%,1.40
sz002310,95.98,16.28,188.13亿,5.39,21.15/20.31,10.04亿,0.36,3.48,847.27万,4.53亿,0.65%,3.62
sz002311,19.77,9.25,122.62亿,3.83,36.03/30.15,10.70亿,0.19,2.99,404.00万,10.01亿,1.05%,0.62
sz002312,39.47,7.34,101.57亿,2.18,117.33/123.16,3.70亿,-0.07,12.61,582.22万,2.54亿,0.30%,9.62
sz002313,26.89,10.00,45.36亿,6.22,87.19/-,3.12亿,0.06,2.34,1145.13万,2.35亿,0.14%,2.17
sz002314,10.26,3.98,31.26亿,2.84,82.77/-,5.80亿,-0.29,1.90,1472.00万,5.80亿,1.91%,1.59
sz002315,60.39,26.47,57.08亿,14.96,41.07/38.55,1.18亿,0.61,3.25,173.97万,6021.45万,2.12%,10.55
sz002316,10.48,6.60,41.04亿,2.12,-/-,3.93亿,0.05,4.91,911.01万,3.93亿,0.29%,7.09
sz002317,25.45,14.39,76.44亿,4.90,40.72/36.18,3.69亿,0.32,4.23,288.65万,2.29亿,1.22%,6.35
sz002318,23.79,12.18,69.11亿,6.22,31.82/31.30,3.12亿,0.34,3.56,729.37万,2.98亿,0.89%,2.49
sz002319,10.98,6.65,20.28亿,2.78,97.09/134.17,2.00亿,0.03,3.65,979.65万,2.00亿,0.29%,3.44
sz002320,15.18,7.81,49.49亿,4.55,58.02/64.17,4.26亿,0.14,2.56,731.49万,4.26亿,0.35%,9.15
sz002321,7.51,4.60,29.17亿,3.28,-/-,4.26亿,-0.12,2.09,1014.13万,4.23亿,-,1.64
sz002322,30.40,9.60,35.37亿,4.34,26.57/33.40,2.83亿,0.05,2.89,471.06万,2.60亿,0.80%,14.59
sz002323,19.99,10.61,19.53亿,7.90,66.32/120.35,1.08亿,0.09,2.30,110.58万,8350.16万,0.83%,6.16
sz002324,18.80,12.62,46.98亿,5.52,23.81/22.67,2.70亿,0.37,3.15,338.71万,1.56亿,1.13%,2.55
sz002325,20.45,7.54,75.00亿,2.81,26.83/23.27,7.06亿,0.21,3.78,835.72万,4.97亿,0.50%,1.78
sz002326,17.18,8.15,40.92亿,4.35,206.18/134.82,2.44亿,0.13,3.86,431.64万,1.45亿,0.60%,4.90
sz002327,37.80,10.31,57.80亿,4.66,18.35/17.18,4.27亿,0.37,2.91,563.29万,2.21亿,0.75%,3.00
sz002329,18.27,9.86,38.93亿,3.79,107.05/96.62,2.14亿,0.12,4.80,364.96万,1.45亿,0.28%,3.79
sz002331,15.06,8.67,31.56亿,3.62,44.60/51.85,2.14亿,0.10,4.07,474.58万,1.36亿,0.14%,3.58
sz002332,15.81,7.55,57.36亿,2.31,94.66/152.71,5.12亿,0.06,4.84,1116.58万,4.56亿,1.76%,2.46
sz002333,12.45,7.18,28.22亿,5.24,32.56/38.14,2.51亿,0.13,2.14,222.21万,2.42亿,1.78%,2.66
sz002334,18.88,7.09,57.11亿,3.79,46.25/39.00,3.56亿,0.21,4.23,635.71万,2.51亿,0.64%,5.43
sz002335,18.45,9.85,39.78亿,4.73,34.90/33.49,2.20亿,0.22,3.82,311.67万,1.83亿,0.83%,3.68
sz002336,12.28,7.70,45.64亿,8.27,192.82/179.95,4.00亿,0.03,1.38,393.11万,4.00亿,-,0.37
sz002337,14.38,7.20,26.74亿,6.44,55.38/50.99,1.98亿,0.13,2.10,63.04万,1.87亿,1.84%,3.72
sz002338,44.14,15.78,51.00亿,5.94,67.40/66.32,1.20亿,0.25,7.16,224.37万,1.19亿,0.59%,15.02
sz002339,22.47,7.20,37.02亿,3.27,32.43/33.73,3.79亿,0.04,2.99,487.86万,2.84亿,0.61%,4.02
sz002340,14.97,8.30,118.62亿,4.52,82.31/68.64,9.24亿,0.13,2.84,2641.01万,7.53亿,0.38%,2.99
sz002341,21.52,10.60,76.33亿,4.11,70.38/68.06,3.73亿,0.19,4.97,675.40万,2.49亿,0.24%,5.27
sz002342,9.01,4.92,72.19亿,2.49,102.85/155.43,9.60亿,0.04,3.03,3153.51万,7.86亿,0.27%,4.51
sz002344,43.44,11.99,164.86亿,3.78,15.87/15.68,11.20亿,0.53,3.89,1220.16万,11.00亿,1.03%,6.15
sz002345,23.90,9.63,74.88亿,5.46,42.56/37.92,4.23亿,0.30,3.24,293.31万,3.60亿,0.84%,3.49
sz002346,21.05,7.34,30.83亿,3.52,776.90/505.54,2.70亿,0.00,3.24,493.95万,7000.00万,0.86%,19.07
sz002347,15.94,5.81,21.76亿,5.07,149.81/305.77,1.91亿,0.08,2.25,260.50万,1.04亿,0.45%,6.37
sz002348,13.14,5.11,43.86亿,2.47,67.30/94.59,4.74亿,0.08,3.74,975.22万,3.38亿,0.54%,10.16
sz002349,22.30,10.10,43.22亿,3.41,121.41/142.29,2.00亿,0.11,6.34,195.30万,1.97亿,0.23%,6.67
sz002350,14.48,7.38,26.19亿,4.71,42.63/40.00,2.18亿,0.10,2.55,282.64万,2.18亿,0.50%,2.35
sz002351,14.66,7.08,41.90亿,5.53,49.21/50.41,2.94亿,0.16,2.58,356.10万,1.24亿,1.26%,5.99
sz002352,30.51,14.97,19.22亿,9.44,47.71/57.67,7783.08万,0.23,2.62,100.11万,3839.23万,1.44%,2.50
sz002353,94.25,31.72,413.42亿,7.75,41.96/33.98,9.60亿,0.68,5.56,1034.24万,5.32亿,0.58%,9.56
sz002354,56.37,9.00,46.14亿,4.93,416.61/-,9350.00万,-0.07,10.02,75.15万,6531.25万,0.02%,12.73
sz002355,13.56,5.96,36.58亿,3.78,52.30/70.86,5.14亿,0.07,1.88,1048.00万,3.40亿,0.21%,2.72
sz002356,47.21,17.64,33.82亿,11.50,156.83/158.02,8000.00万,0.05,3.68,65.34万,8000.00万,0.59%,5.86
sz002357,16.45,5.76,31.64亿,3.62,46.32/37.92,1.96亿,0.33,4.46,260.65万,1.95亿,0.63%,8.34
sz002359,16.50,5.83,29.63亿,2.39,1010.93/-,4.17亿,-0.04,2.97,1128.99万,3.50亿,1.41%,4.57
sz002360,13.84,5.15,32.42亿,2.20,28.45/25.39,3.92亿,0.16,3.76,1069.25万,2.31亿,1.21%,3.70
sz002361,13.18,3.97,24.00亿,1.96,37.69/32.74,3.20亿,0.12,3.83,577.31万,1.93亿,1.36%,2.02
sz002362,21.50,8.58,42.78亿,3.37,-/-,2.14亿,0.01,5.93,681.68万,1.76亿,-,14.17
sz002363,20.45,7.13,33.41亿,4.33,63.29/58.48,2.99亿,0.10,2.58,1242.25万,2.99亿,0.89%,2.85
sz002364,24.70,10.40,58.55亿,3.38,65.82/57.83,2.61亿,0.18,6.64,343.49万,1.98亿,0.45%,11.87
sz002365,13.00,7.31,23.97亿,5.85,104.20/105.35,1.87亿,0.10,2.19,382.05万,1.38亿,0.24%,4.09
sz002366,35.44,6.68,41.43亿,5.43,142.12/127.50,1.34亿,0.20,5.72,949.34万,1.06亿,0.81%,6.98
sz002367,17.95,5.76,63.13亿,2.40,22.73/19.65,7.39亿,0.21,3.56,853.12万,4.45亿,3.56%,2.52
sz002368,50.60,16.00,114.18亿,6.80,64.58/64.21,2.74亿,0.24,6.12,217.64万,2.28亿,0.48%,2.90
sz002369,27.39,8.37,55.05亿,2.88,61.46/60.64,4.92亿,0.07,3.88,2278.55万,3.51亿,0.98%,1.93
sz002370,22.09,7.65,31.60亿,3.57,576.62/88.29,2.04亿,0.11,4.34,300.20万,1.44亿,0.13%,8.84
sz002371,38.57,16.52,82.87亿,5.14,80.39/121.21,3.52亿,0.06,4.58,244.56万,3.33亿,0.42%,10.16
sz002372,18.51,9.78,57.87亿,4.31,18.33/16.78,4.38亿,0.38,3.06,247.49万,3.86亿,6.08%,2.52
sz002373,24.28,6.42,117.08亿,1.57,-/532.28,5.06亿,0.21,14.73,245.11万,1.35亿,-,23.00
sz002374,16.68,5.89,21.11亿,4.25,55.80/62.56,1.91亿,0.08,2.59,708.15万,1.55亿,0.46%,3.16
sz002375,35.55,16.37,174.40亿,6.70,19.49/17.33,8.91亿,0.72,2.92,484.65万,6.81亿,0.73%,1.20
sz002376,23.36,7.41,70.20亿,2.96,30.92/17.04,6.00亿,0.43,3.95,1123.00万,4.88亿,0.86%,7.45
sz002377,14.08,5.12,32.26亿,1.77,187.28/187.68,4.38亿,0.01,4.17,950.46万,4.28亿,4.10%,2.36
sz002378,24.78,15.43,86.88亿,3.37,80.13/97.74,4.28亿,0.09,6.02,301.08万,4.28亿,0.25%,4.20
sz002379,13.08,2.92,43.91亿,1.77,592.58/-,9.26亿,-0.02,2.68,5962.69万,6.69亿,0.22%,1.70
sz002380,38.37,19.00,29.94亿,9.02,92.94/81.49,1.02亿,0.19,3.25,81.57万,5056.37万,0.52%,11.26
sz002381,20.99,7.81,30.28亿,4.67,21.08/20.91,2.34亿,0.28,2.77,335.88万,1.44亿,1.57%,2.63
sz002382,23.97,9.05,54.22亿,4.10,115.42/155.04,2.40亿,0.07,5.50,231.95万,2.39亿,0.27%,3.74
sz002384,26.19,8.68,96.92亿,1.76,362.12/531.91,7.68亿,0.03,7.17,479.37万,4.53亿,0.16%,3.12
sz002385,25.31,9.22,226.61亿,3.16,29.46/30.88,16.40亿,0.17,4.38,1556.98万,9.59亿,0.73%,1.22
sz002386,9.77,6.20,41.31亿,8.17,73.22/-,4.80亿,-0.08,1.05,605.09万,4.80亿,0.59%,0.44
sz002387,15.99,6.63,47.73亿,4.38,327.56/221.62,3.13亿,0.02,3.48,461.07万,1.82亿,0.07%,7.32
sz002388,19.97,7.01,35.34亿,2.81,1257.72/344.86,2.00亿,0.04,6.30,581.73万,1.82亿,0.05%,25.95
sz002389,18.83,5.20,51.03亿,3.13,144.98/145.81,5.01亿,0.04,3.25,1448.29万,3.04亿,0.27%,8.58
sz002390,55.80,14.11,111.10亿,4.60,276.11/161.92,5.00亿,0.11,4.83,231.92万,2.28亿,0.27%,10.03
sz002391,26.84,12.30,50.89亿,6.86,26.43/24.29,3.15亿,0.38,2.35,269.73万,1.55亿,1.86%,3.00
sz002392,11.26,5.31,67.30亿,4.75,38.93/31.43,5.99亿,0.20,2.36,638.87万,2.56亿,0.45%,3.76
sz002393,41.48,27.94,58.71亿,15.95,19.70/32.01,1.82亿,0.52,2.02,197.83万,1.82亿,1.87%,6.32
sz002394,18.20,8.35,35.64亿,7.66,12.71/12.42,3.24亿,0.35,1.44,541.19万,3.24亿,3.71%,1.06
sz002395,17.25,5.98,21.53亿,4.30,114.32/250.56,1.79亿,0.02,2.80,461.00万,1.79亿,0.42%,3.40
sz002396,36.20,13.41,100.75亿,5.57,42.13/40.83,3.51亿,0.15,5.15,655.71万,3.51亿,1.06%,2.86
sz002397,20.52,7.72,29.33亿,3.84,29.72/28.08,3.02亿,0.18,2.52,730.14万,1.45亿,5.11%,2.00
sz002398,22.98,11.09,36.70亿,6.49,16.20/16.74,2.64亿,0.42,2.14,403.54万,1.91亿,0.72%,2.03
sz002399,23.50,16.20,175.24亿,9.86,55.22/98.95,8.00亿,0.14,2.22,480.05万,8.00亿,1.39%,11.71
sz002400,58.73,18.91,139.01亿,2.77,48.34/40.74,5.78亿,0.28,8.68,901.27万,5.27亿,0.63%,2.36
sz002401,17.56,8.42,52.31亿,2.14,111.32/105.42,3.03亿,0.10,8.06,1111.82万,2.97亿,0.30%,9.00
sz002402,29.25,9.94,28.59亿,5.05,81.28/70.54,1.50亿,0.14,3.77,300.88万,1.21亿,1.59%,3.56
sz002403,12.85,7.55,29.16亿,6.74,68.01/46.54,2.40亿,0.16,1.80,528.28万,2.22亿,1.65%,1.32
sz002404,9.64,5.43,24.34亿,4.68,30.39/30.17,2.60亿,0.16,2.00,821.65万,1.77亿,2.33%,1.31
sz002405,22.40,9.32,149.32亿,3.48,141.76/127.45,6.92亿,0.08,6.21,2526.18万,6.46亿,0.21%,15.44
sz002407,26.08,10.30,50.63亿,6.48,309.51/299.21,2.23亿,0.02,3.51,766.65万,1.85亿,0.45%,2.83
sz002408,17.19,10.79,90.71亿,6.39,26.21/27.26,5.61亿,0.32,2.53,445.39万,5.49亿,0.98%,2.07
sz002409,21.25,13.25,34.49亿,7.55,43.84/44.40,1.66亿,0.19,2.75,139.41万,8253.00万,0.72%,2.49
sz002410,49.37,17.26,209.96亿,3.35,42.99/36.94,7.53亿,0.35,8.32,441.67万,3.67亿,1.46%,13.16
sz002411,11.80,5.36,31.90亿,2.41,118.66/326.34,3.48亿,0.01,3.80,864.20万,2.56亿,0.22%,3.46
sz002412,40.06,14.72,54.88亿,3.57,49.51/46.39,2.96亿,0.19,5.19,336.92万,2.87亿,2.68%,8.59
sz002414,27.59,11.80,138.90亿,4.02,225.82/268.13,6.00亿,0.07,5.76,974.08万,4.64亿,0.09%,35.58
